JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 29064.000,   460.606,   348.366,    24.858,     0.000,     0.000,     0.000,     0.250,    41.846,   733.300,     1.000,     0.000,    18.771,  -195.978,     0.000,   349.236,   434.599,   101.691,     8.923,     0.000,         0.000,
 29065.000,   464.799,   348.305,    24.765,     0.000,     0.000,     0.000,     0.250,    41.785,   733.300,     1.000,     0.000,    18.881,  -155.225,     0.000,   365.090,   434.048,    76.151,    10.117,     0.000,         0.000,
 29066.000,   465.771,   348.242,    24.824,     0.000,     0.000,     0.000,     0.250,    41.722,   733.300,     1.000,     0.000,    18.987,  -144.638,     0.000,   372.036,   434.383,    80.033,     2.258,     0.000,         0.000,
 29067.000,   404.489,   348.185,    24.911,     0.000,     0.000,     0.000,     0.250,    41.665,   733.300,     1.000,     0.000,    19.096,  -143.063,     0.000,   383.092,   434.883,    78.677,    12.596,     0.000,         0.000,
 29068.000,   395.045,   348.134,    25.224,     0.000,     0.000,     0.000,     0.250,    41.614,   733.300,     1.000,     0.000,    19.290,  -231.844,     0.000,   341.974,   436.716,   115.206,    21.897,     0.000,         0.000,
 29069.000,   488.928,   348.074,    25.427,     0.000,     0.000,     0.000,     0.250,    41.554,   733.300,     1.000,     0.000,    19.380,  -259.840,     0.000,   329.203,   437.936,   127.925,    23.182,     0.000,         0.000,
 29070.000,   476.360,   348.007,    25.421,     0.000,     0.000,     0.000,     0.250,    41.487,   733.300,     1.000,     0.000,    19.341,  -201.467,     0.000,   360.450,   437.875,   105.859,    18.183,     0.000,         0.000,
 29071.000,   522.197,   347.952,    25.279,     0.000,     0.000,     0.000,     0.250,    41.432,   733.300,     1.000,     0.000,    19.430,  -207.810,     0.000,   345.021,   437.042,    94.583,    21.206,     0.000,         0.000,
 29072.000,   510.064,   347.907,    25.438,     0.000,     0.000,     0.000,     0.250,    41.387,   733.300,     1.000,     0.000,    19.587,  -303.424,     0.000,   316.190,   438.006,   148.671,    32.937,     0.000,         0.000,
 29073.000,   495.214,   347.859,    25.089,     0.000,     0.000,     0.000,     0.250,    41.339,   733.300,     1.000,     0.000,    19.479,  -251.435,     0.000,   337.659,   435.947,   133.456,    19.691,     0.000,         0.000,
 29074.000,   502.453,   347.817,    25.001,     0.000,     0.000,     0.000,     0.250,    41.297,   733.300,     1.000,     0.000,    19.541,  -172.117,     0.000,   369.960,   435.419,    82.686,    23.972,     0.000,         0.000,
 29075.000,   479.506,   347.776,    24.933,     0.000,     0.000,     0.000,     0.250,    41.256,   733.300,     1.000,     0.000,    19.563,  -204.056,     0.000,   351.164,   435.024,    96.449,    23.747,     0.000,         0.000,
 29076.000,   482.466,   347.732,    24.796,     0.000,     0.000,     0.000,     0.250,    41.212,   733.300,     1.000,     0.000,    19.596,  -267.717,     0.000,   329.107,   434.221,   132.454,    30.149,     0.000,         0.000,
 29077.000,   313.589,   347.686,    24.630,     0.000,     0.000,     0.000,     0.250,    41.166,   733.300,     1.000,     0.000,    19.604,  -328.929,     0.000,   316.911,   433.253,   170.834,    41.753,     0.000,         0.000,
 29078.000,   430.233,   347.637,    24.513,     0.000,     0.000,     0.000,     0.250,    41.117,   733.300,     1.000,     0.000,    19.637,  -315.667,     0.000,   309.224,   432.576,   152.329,    39.986,     0.000,         0.000,
 29079.000,   497.964,   347.582,    24.271,     0.000,     0.000,     0.000,     0.250,    41.062,   733.300,     1.000,     0.000,    19.594,  -259.683,     0.000,   329.646,   431.178,   133.200,    24.951,     0.000,         0.000,
 29080.000,   493.679,   347.526,    24.162,     0.000,     0.000,     0.000,     0.250,    41.006,   733.300,     1.000,     0.000,    19.615,  -151.809,     0.000,   381.125,   430.537,    89.019,    13.379,     0.000,         0.000,
 29081.000,   542.562,   347.469,    24.279,     0.000,     0.000,     0.000,     0.250,    40.949,   716.300,     1.000,     0.000,    19.756,  -164.477,     0.000,   364.371,   431.226,    85.348,    12.273,     0.000,         0.000,
 29082.000,   515.131,   347.412,    24.521,     0.000,     0.000,     0.000,     0.250,    40.892,   716.300,     1.000,     0.000,    19.878,  -223.510,     0.000,   335.004,   432.637,   105.770,    20.107,     0.000,         0.000,
 29083.000,   492.775,   347.354,    24.694,     0.000,     0.000,     0.000,     0.250,    40.834,   716.300,     1.000,     0.000,    19.938,  -199.815,     0.000,   361.912,   433.631,   101.352,    26.744,     0.000,         0.000,
 29084.000,   507.900,   347.297,    24.366,     0.000,     0.000,     0.000,     0.250,    40.777,   716.300,     1.000,     0.000,    19.908,  -172.969,     0.000,   362.168,   431.722,    85.016,    18.399,     0.000,         0.000,
 29085.000,   505.044,   347.246,    24.295,     0.000,     0.000,     0.000,     0.250,    40.726,   716.300,     1.000,     0.000,    19.958,  -149.975,     0.000,   365.807,   431.310,    71.927,    12.546,     0.000,         0.000,
 29086.000,   492.852,   347.201,    24.231,     0.000,     0.000,     0.000,     0.250,    40.681,   716.300,     1.000,     0.000,    19.987,  -160.692,     0.000,   356.422,   430.939,    73.257,    12.918,     0.000,         0.000,
 29087.000,   538.828,   347.154,    24.273,     0.000,     0.000,     0.000,     0.250,    40.634,   716.300,     1.000,     0.000,    20.077,  -180.377,     0.000,   345.415,   431.180,    85.701,     8.911,     0.000,         0.000,
 29088.000,   499.995,   347.100,    24.271,     0.000,     0.000,     0.000,     0.250,    40.580,   716.300,     1.000,     0.000,    20.144,  -142.458,     0.000,   364.926,   431.176,    67.721,     8.486,     0.000,         0.000,
 29089.000,   498.342,   347.047,    24.275,     0.000,     0.000,     0.000,     0.250,    40.527,   716.300,     1.000,     0.000,    20.198,  -153.925,     0.000,   361.525,   431.192,    74.482,     9.776,     0.000,         0.000,
 29090.000,   528.644,   346.993,    24.314,     0.000,     0.000,     0.000,     0.250,    40.473,   716.300,     1.000,     0.000,    20.296,  -250.630,     0.000,   346.613,   431.416,   132.655,    33.171,     0.000,         0.000,
 29091.000,   490.088,   346.936,    24.142,     0.000,     0.000,     0.000,     0.250,    40.416,   716.300,     1.000,     0.000,    20.335,  -327.882,     0.000,   301.108,   430.425,   152.144,    46.420,     0.000,         0.000,
 29092.000,   460.322,   346.878,    23.971,     0.000,     0.000,     0.000,     0.250,    40.358,   716.300,     1.000,     0.000,    20.344,  -261.774,     0.000,   337.574,   429.427,   130.373,    39.548,     0.000,         0.000,
 29093.000,     2.358,   346.817,    23.995,     0.000,     0.000,     0.000,     0.250,    40.297,   716.300,     1.000,     0.000,    20.338,  -307.705,     0.000,   298.592,   429.560,   136.494,    40.244,     0.000,         0.000,
 29094.000,   532.683,   346.755,    23.790,     0.000,     0.000,     0.000,     0.250,    40.235,   716.300,     1.000,     0.000,    20.233,  -278.717,     0.000,   345.963,   428.388,   152.022,    44.270,     0.000,         0.000,
 29095.000,   489.148,   346.692,    23.498,     0.000,     0.000,     0.000,     0.250,    40.172,   716.300,     1.000,     0.000,    20.169,  -195.075,     0.000,   355.438,   426.694,   101.489,    22.329,     0.000,         0.000,
 29096.000,   540.118,   346.629,    23.287,     0.000,     0.000,     0.000,     0.250,    40.109,   716.300,     1.000,     0.000,    20.161,  -226.371,     0.000,   325.976,   425.499,    99.332,    27.516,     0.000,         0.000,
 29097.000,   376.082,   346.551,    23.141,     0.000,     0.000,     0.000,     0.250,    40.031,   716.300,     1.000,     0.000,    20.128,  -261.401,     0.000,   314.619,   424.653,   122.379,    28.988,     0.000,         0.000,
 29098.000,   518.100,   346.457,    23.006,     0.000,     0.000,     0.000,     0.250,    39.937,   703.100,     1.000,     0.000,    20.143,  -231.408,     0.000,   343.459,   423.878,   122.820,    28.169,     0.000,         0.000,
 29099.000,   614.823,   346.383,    22.859,     0.000,     0.000,     0.000,     0.250,    39.863,   703.100,     1.000,     0.000,    20.156,  -253.226,     0.000,   323.103,   423.039,   118.242,    35.048,     0.000,         0.000,
 29100.000,   585.525,   346.334,    22.696,     0.000,     0.000,     0.000,     0.250,    39.814,   703.100,     1.000,     0.000,    20.069,  -187.393,     0.000,   355.949,   422.107,    91.427,    29.808,     0.000,         0.000,
 29101.000,   582.719,   346.296,    22.600,     0.000,     0.000,     0.000,     0.250,    39.776,   703.100,     1.000,     0.000,    20.077,  -200.094,     0.000,   322.159,   421.563,    76.981,    23.709,     0.000,         0.000,
 29102.000,   359.304,   346.244,    22.505,     0.000,     0.000,     0.000,     0.250,    39.724,   703.100,     1.000,     0.000,    20.068,  -175.123,     0.000,   338.138,   421.010,    76.042,    16.209,     0.000,         0.000,
 29103.000,   245.880,   346.158,    22.434,     0.000,     0.000,     0.000,     0.250,    39.638,   703.100,     1.000,     0.000,    20.122,  -269.046,     0.000,   305.353,   420.607,   118.617,    35.175,     0.000,         0.000,
 29104.000,   575.605,   346.084,    22.402,     0.000,     0.000,     0.000,     0.250,    39.564,   703.100,     1.000,     0.000,    20.186,  -263.524,     0.000,   311.391,   420.434,   116.081,    38.400,     0.000,         0.000,
 29105.000,   556.999,   346.040,    22.307,     0.000,     0.000,     0.000,     0.250,    39.520,   703.100,     1.000,     0.000,    20.127,  -258.266,     0.000,   310.138,   419.888,   109.615,    38.900,     0.000,         0.000,
 29106.000,    56.782,   345.959,    22.131,     0.000,     0.000,     0.000,     0.250,    39.439,   703.100,     1.000,     0.000,    20.017,  -259.691,     0.000,   329.509,   418.887,   128.746,    41.567,     0.000,         0.000,
 29107.000,   611.320,   345.835,    21.954,     0.000,     0.000,     0.000,     0.250,    39.315,   703.100,     1.000,     0.000,    20.036,  -242.497,     0.000,   312.797,   417.891,   102.499,    34.904,     0.000,         0.000,
 29108.000,   631.595,   345.701,    21.849,     0.000,     0.000,     0.000,     0.250,    39.181,   703.100,     1.000,     0.000,    20.002,  -216.112,     0.000,   315.103,   417.290,    86.522,    27.401,     0.000,         0.000,
 29109.000,   590.067,   345.567,    21.743,     0.000,     0.000,     0.000,     0.250,    39.047,   703.100,     1.000,     0.000,    20.004,   -94.092,     0.000,   379.001,   416.690,    54.893,     1.511,     0.000,         0.000,
 29110.000,   576.139,   345.452,    21.816,     0.000,     0.000,     0.000,     0.250,    38.932,   693.600,     1.000,     0.000,    20.086,  -103.232,     0.000,   368.378,   417.105,    43.743,    10.763,     0.000,         0.000,
 29111.000,   617.439,   345.352,    21.615,     0.000,     0.000,     0.000,     0.250,    38.832,   693.600,     1.000,     0.000,    20.110,  -260.427,     0.000,   314.270,   415.975,   116.739,    41.983,     0.000,         0.000,
 29112.000,   289.908,   345.236,    21.376,     0.000,     0.000,     0.000,     0.250,    38.716,   693.600,     1.000,     0.000,    19.969,  -276.820,     0.000,   342.674,   414.617,   155.560,    49.317,     0.000,         0.000,
 29113.000,   404.538,   345.122,    21.195,     0.000,     0.000,     0.000,     0.250,    38.602,   693.600,     1.000,     0.000,    19.929,  -157.036,     0.000,   346.679,   413.601,    70.250,    19.863,     0.000,         0.000,
 29114.000,   379.227,   345.019,    21.101,     0.000,     0.000,     0.000,     0.250,    38.499,   693.600,     1.000,     0.000,    19.914,  -171.821,     0.000,   334.430,   413.069,    74.197,    18.985,     0.000,         0.000,
 29115.000,   613.988,   344.911,    21.104,     0.000,     0.000,     0.000,     0.250,    38.391,   693.600,     1.000,     0.000,    19.961,  -284.725,     0.000,   288.183,   413.096,   122.731,    37.081,     0.000,         0.000,
 29116.000,     1.210,   344.804,    20.928,     0.000,     0.000,     0.000,     0.250,    38.284,   693.600,     1.000,     0.000,    19.935,  -305.245,     0.000,   280.998,   412.101,   130.745,    43.396,     0.000,         0.000,
 29117.000,   639.878,   344.703,    20.956,     0.000,     0.000,     0.000,     0.250,    38.183,   693.600,     1.000,     0.000,    19.944,  -295.021,     0.000,   273.026,   412.262,   112.958,    42.827,     0.000,         0.000,
 29118.000,   738.328,   344.598,    20.706,     0.000,     0.000,     0.000,     0.250,    38.078,   693.600,     1.000,     0.000,    19.817,  -274.978,     0.000,   283.488,   410.866,   109.792,    37.808,     0.000,         0.000,
 29119.000,   369.042,   344.470,    20.560,     0.000,     0.000,     0.000,     0.250,    37.950,   683.800,     1.000,     0.000,    19.763,  -217.303,     0.000,   302.780,   410.046,    90.002,    20.035,     0.000,         0.000,
 29120.000,   719.225,   344.328,    20.437,     0.000,     0.000,     0.000,     0.250,    37.808,   683.800,     1.000,     0.000,    19.734,  -163.988,     0.000,   330.353,   409.368,    76.127,     8.846,     0.000,         0.000,
 29121.000,   652.453,   344.186,    20.378,     0.000,     0.000,     0.000,     0.250,    37.666,   683.800,     1.000,     0.000,    19.749,   -95.309,     0.000,   352.559,   409.032,    46.246,    -7.409,     0.000,         0.000,
 29122.000,   541.253,   344.053,    20.315,     0.000,     0.000,     0.000,     0.250,    37.533,   683.800,     1.000,     0.000,    19.766,  -184.974,     0.000,   328.841,   408.680,    81.685,    23.450,     0.000,         0.000,
 29123.000,   548.177,   343.924,    20.229,     0.000,     0.000,     0.000,     0.250,    37.404,   683.800,     1.000,     0.000,    19.749,  -239.124,     0.000,   297.099,   408.200,    94.903,    33.120,     0.000,         0.000,
 29124.000,   302.947,   343.787,    20.116,     0.000,     0.000,     0.000,     0.250,    37.267,   683.800,     1.000,     0.000,    19.708,  -207.344,     0.000,   320.732,   407.568,    93.102,    27.406,     0.000,         0.000,
 29125.000,   763.824,   343.657,    20.016,     0.000,     0.000,     0.000,     0.250,    37.137,   683.800,     1.000,     0.000,    19.683,  -252.293,     0.000,   280.354,   407.024,    90.057,    35.566,     0.000,         0.000,
 29126.000,   777.830,   343.496,    19.930,     0.000,     0.000,     0.000,     0.250,    36.976,   669.700,     1.000,     0.000,    19.662,  -206.607,     0.000,   315.385,   406.540,    97.813,    17.639,     0.000,         0.000,
 29127.000,   556.911,   343.311,    19.903,     0.000,     0.000,     0.000,     0.250,    36.791,   669.700,     1.000,     0.000,    19.702,  -130.374,     0.000,   351.055,   406.386,    62.742,    12.301,     0.000,         0.000,
 29128.000,   263.729,   343.139,    19.802,     0.000,     0.000,     0.000,     0.250,    36.619,   669.700,     1.000,     0.000,    19.696,  -221.302,     0.000,   323.731,   405.826,   103.407,    35.801,     0.000,         0.000,
 29129.000,   655.086,   342.984,    19.676,     0.000,     0.000,     0.000,     0.250,    36.464,   669.700,     1.000,     0.000,    19.596,  -144.579,     0.000,   350.060,   405.131,    66.681,    22.828,     0.000,         0.000,
 29130.000,   244.177,   342.863,    19.648,     0.000,     0.000,     0.000,     0.250,    36.343,   669.700,     1.000,     0.000,    19.594,   -25.027,     0.000,   384.915,   404.974,     9.944,    -4.976,     0.000,         0.000,
 29131.000,   666.176,   342.763,    19.517,     0.000,     0.000,     0.000,     0.250,    36.243,   669.700,     1.000,     0.000,    19.476,  -243.479,     0.000,   304.905,   404.255,    94.971,    49.158,     0.000,         0.000,
 29132.000,   613.738,   342.644,    19.314,     0.000,     0.000,     0.000,     0.250,    36.124,   669.700,     1.000,     0.000,    19.314,  -248.554,     0.000,   302.508,   403.130,    97.436,    50.497,     0.000,         0.000,
 29133.000,  1056.339,   342.507,    19.178,     0.001,     0.000,     0.000,     0.250,    35.987,   657.400,     1.000,     0.000,    19.178,  -345.014,     0.000,   242.098,   402.389,   119.062,    65.660,     0.000,         0.000,
 29134.000,   542.505,   342.394,    18.987,     0.001,     0.000,     0.000,     0.250,    35.874,   657.400,     1.000,     0.000,    18.987,  -348.665,     0.000,   292.168,   401.335,   162.069,    77.429,     0.000,         0.000,
 29135.000,   631.300,   342.351,    18.795,     0.000,     0.000,     0.000,     0.250,    35.831,   657.400,     1.000,     0.000,    18.674,  -115.091,     0.000,   346.797,   400.286,    43.306,    18.296,     0.000,         0.000,
 29136.000,   802.127,   342.371,    18.474,     0.000,     0.000,     0.000,     0.250,    35.851,   657.400,     1.000,     0.000,    18.384,  -192.614,     0.000,   319.789,   398.523,    81.583,    32.298,     0.000,         0.000,
 29137.000,   684.007,   342.362,    18.257,     0.000,     0.000,     0.000,     0.250,    35.842,   657.400,     1.000,     0.000,    18.225,  -265.985,     0.000,   288.227,   397.340,   108.144,    48.729,     0.000,         0.000,
 29138.000,   836.282,   342.285,    18.118,     0.000,     0.000,     0.000,     0.250,    35.765,   657.400,     1.000,     0.000,    18.118,  -270.522,     0.000,   269.915,   396.577,   104.698,    39.162,     0.000,         0.000,
 29139.000,   644.236,   342.215,    17.994,     0.000,     0.000,     0.000,     0.250,    35.695,   657.400,     1.000,     0.000,    17.961,  -301.939,     0.000,   269.964,   395.902,   132.227,    43.773,     0.000,         0.000,
 29140.000,   636.694,   342.176,    17.876,     0.000,     0.000,     0.000,     0.250,    35.656,   657.400,     1.000,     0.000,    17.802,  -238.699,     0.000,   275.891,   395.271,    84.195,    35.124,     0.000,         0.000,
 29141.000,   962.050,   342.107,    17.682,     0.000,     0.000,     0.000,     0.250,    35.587,   657.400,     1.000,     0.000,    17.590,  -201.772,     0.000,   303.972,   394.221,    78.300,    33.223,     0.000,         0.000,
 29142.000,   750.705,   341.997,    17.344,     0.000,     0.000,     0.000,     0.250,    35.477,   657.400,     1.000,     0.000,    17.297,  -259.486,     0.000,   273.717,   392.392,   104.442,    36.369,     0.000,         0.000,
 29143.000,   755.828,   341.928,    17.092,     0.000,     0.000,     0.000,     0.250,    35.408,   657.400,     1.000,     0.000,    17.052,  -269.739,     0.000,   258.118,   391.041,    93.353,    43.463,     0.000,         0.000,
 29144.000,   704.568,   341.896,    16.824,     0.000,     0.000,     0.000,     0.250,    35.376,   657.400,     1.000,     0.000,    16.815,  -305.506,     0.000,   269.661,   389.584,   125.951,    59.632,     0.000,         0.000,
 29145.000,   334.020,   342.119,    16.623,     0.000,     0.000,     0.000,     0.250,    35.599,   657.400,     1.000,     0.000,    16.623,  -263.799,     0.000,   296.932,   388.498,   107.929,    64.305,     0.000,         0.000,
 29146.000,   359.562,   342.531,    16.358,     0.000,     0.000,     0.000,     0.250,    36.011,   669.700,     1.000,     0.000,    16.319,  -345.093,     0.000,   288.883,   387.090,   156.466,    90.420,     0.000,         0.000,
 29147.000,   432.436,   342.787,    15.826,     0.000,     0.000,     0.000,     0.250,    36.267,   669.700,     1.000,     0.000,    15.433,  -289.960,     0.000,   244.595,   384.244,    94.299,    56.012,     0.000,         0.000,
 29148.000,    43.297,   342.935,    15.423,     0.000,     0.000,     0.000,     0.250,    36.415,   669.700,     1.000,     0.000,    15.026,  -234.316,     0.000,   279.374,   382.100,    83.693,    47.897,     0.000,         0.000,
 29149.000,   823.399,   343.034,    15.114,     0.000,     0.000,     0.000,     0.250,    36.514,   669.700,     1.000,     0.000,    14.883,  -185.067,     0.000,   280.326,   380.473,    55.936,    28.984,     0.000,         0.000,
 29150.000,   500.151,   343.103,    14.992,     0.000,     0.000,     0.000,     0.250,    36.583,   669.700,     1.000,     0.000,    14.773,  -197.029,     0.000,   297.883,   379.829,    83.169,    31.914,     0.000,         0.000,
 29151.000,   724.368,   343.198,    14.795,     0.000,     0.000,     0.000,     0.250,    36.678,   669.700,     1.000,     0.000,    14.516,  -156.519,     0.000,   287.914,   378.783,    49.162,    16.488,     0.000,         0.000,
 29152.000,   705.130,   343.306,    14.412,     0.000,     0.000,     0.000,     0.250,    36.786,   669.700,     1.000,     0.000,    14.312,  -254.066,     0.000,   258.298,   376.787,   101.796,    33.781,     0.000,         0.000,
 29153.000,   784.979,   343.372,    14.248,     0.000,     0.000,     0.000,     0.250,    36.852,   669.700,     1.000,     0.000,    14.204,  -185.742,     0.000,   274.412,   375.853,    62.593,    21.707,     0.000,         0.000,
 29154.000,   992.451,   343.417,    14.140,     0.000,     0.000,     0.000,     0.250,    36.897,   669.700,     1.000,     0.000,    14.086,  -163.348,     0.000,   287.966,   375.362,    53.104,    22.848,     0.000,         0.000,
 29155.000,   290.310,   343.487,    13.933,     0.000,     0.000,     0.000,     0.250,    36.967,   669.700,     1.000,     0.000,    13.924,  -170.394,     0.000,   311.196,   374.271,    75.729,    31.590,     0.000,         0.000,
 29156.000,   888.230,   343.604,    13.801,     0.000,     0.000,     0.000,     0.250,    37.084,   683.800,     1.000,     0.000,    13.752,  -126.291,     0.000,   293.678,   373.590,    39.245,     7.133,     0.000,         0.000,
 29157.000,   541.726,   343.712,    13.655,     0.000,     0.000,     0.000,     0.250,    37.192,   683.800,     1.000,     0.000,    13.603,  -143.471,     0.000,   294.314,   372.823,    48.226,    16.736,     0.000,         0.000,
 29158.000,   849.522,   343.787,    13.602,     0.000,     0.000,     0.000,     0.250,    37.267,   683.800,     1.000,     0.000,    13.583,   -71.651,     0.000,   327.970,   372.547,    23.442,     3.632,     0.000,         0.000,
 29159.000,   690.679,   343.904,    13.592,     0.000,     0.000,     0.000,     0.250,    37.384,   683.800,     1.000,     0.000,    13.533,   -12.589,     0.000,   344.848,   372.492,    -4.689,   -10.366,     0.000,         0.000,
 29160.000,   432.516,   344.549,    13.476,     0.000,     0.000,     0.000,     0.250,    38.029,   693.600,     1.000,     0.000,    13.451,  -207.601,     0.000,   289.911,   371.893,    93.358,    32.261,     0.000,         0.000,
 29161.000,   511.393,   345.351,    13.318,     0.001,     0.000,     0.000,     0.250,    38.831,   693.600,     1.000,     0.000,    13.318,  -269.493,     0.000,   233.561,   371.076,    79.167,    52.811,     0.000,         0.000,
 29162.000,   246.033,   345.758,    12.899,     0.000,     0.000,     0.000,     0.250,    39.238,   703.100,     1.000,     0.000,    12.745,  -287.684,     0.000,   233.306,   368.910,    91.366,    60.714,     0.000,         0.000,
 29163.000,   605.847,   346.031,    12.562,     0.000,     0.000,     0.000,     0.250,    39.511,   703.100,     1.000,     0.000,    12.307,  -258.470,     0.000,   239.480,   367.176,    79.525,    51.249,     0.000,         0.000,
 29164.000,   620.166,   346.228,    12.313,     0.000,     0.000,     0.000,     0.250,    39.708,   703.100,     1.000,     0.000,    12.049,  -182.871,     0.000,   297.342,   365.898,    85.192,    29.123,     0.000,         0.000,
 29165.000,   581.761,   346.376,    11.963,     0.000,     0.000,     0.000,     0.250,    39.856,   703.100,     1.000,     0.000,    11.799,  -250.154,     0.000,   242.226,   364.086,    82.525,    45.769,     0.000,         0.000,
 29166.000,   451.253,   346.490,    11.741,     0.000,     0.000,     0.000,     0.250,    39.970,   703.100,     1.000,     0.000,    11.665,  -225.287,     0.000,   256.853,   362.973,    74.892,    44.275,     0.000,         0.000,
 29167.000,   586.927,   346.588,    11.505,     0.000,     0.000,     0.000,     0.250,    40.068,   716.300,     1.000,     0.000,    11.492,  -346.845,     0.000,   231.896,   361.775,   114.889,   102.077,     0.000,         0.000,
 29168.000,   716.683,   346.669,    11.260,     0.000,     0.000,     0.000,     0.250,    40.149,   716.300,     1.000,     0.000,    11.254,  -292.157,     0.000,   225.615,   360.530,    80.192,    77.050,     0.000,         0.000,
 29169.000,   358.956,   346.729,    11.037,     0.000,     0.000,     0.000,     0.250,    40.209,   716.300,     1.000,     0.000,    11.035,  -277.493,     0.000,   238.061,   359.396,    95.129,    61.029,     0.000,         0.000,
 29170.000,   825.015,   346.777,    10.707,     0.000,     0.000,     0.000,     0.250,    40.257,   716.300,     1.000,     0.000,    10.518,  -156.804,     0.000,   276.442,   357.736,    47.033,    28.476,     0.000,         0.000,
 29171.000,   413.681,   346.818,    10.479,     0.000,     0.000,     0.000,     0.250,    40.298,   716.300,     1.000,     0.000,    10.372,  -208.223,     0.000,   260.558,   356.583,    61.521,    50.677,     0.000,         0.000,
 29172.000,   367.339,   346.849,    10.202,     0.000,     0.000,     0.000,     0.250,    40.329,   716.300,     1.000,     0.000,    10.158,  -413.046,     0.000,   216.213,   355.195,   129.362,   144.702,     0.000,         0.000,
 29173.000,   204.910,   346.868,     9.895,     0.000,     0.000,     0.000,     0.250,    40.348,   716.300,     1.000,     0.000,     9.885,  -280.463,     0.000,   242.843,   353.654,    86.223,    83.429,     0.000,         0.000,
 29174.000,   170.497,   346.879,     9.685,     0.000,     0.000,     0.000,     0.250,    40.359,   716.300,     1.000,     0.000,     9.550,  -250.772,     0.000,   226.631,   352.603,    74.192,    50.608,     0.000,         0.000,
 29175.000,   721.765,   346.887,     9.325,     0.000,     0.000,     0.000,     0.250,    40.367,   716.300,     1.000,     0.000,     9.256,  -275.858,     0.000,   228.306,   350.822,    90.275,    63.067,     0.000,         0.000,
 29176.000,   234.771,   346.888,     9.091,     0.000,     0.000,     0.000,     0.250,    40.368,   716.300,     1.000,     0.000,     9.064,  -271.813,     0.000,   219.891,   349.651,    77.863,    64.190,     0.000,         0.000,
 29177.000,   479.613,   346.884,     8.953,     0.001,     0.000,     0.000,     0.250,    40.364,   716.300,     1.000,     0.000,     8.953,  -185.597,     0.000,   251.154,   348.970,    50.394,    37.385,     0.000,         0.000,
 29178.000,   892.130,   346.917,     8.846,     0.001,     0.000,     0.000,     0.250,    40.397,   716.300,     1.000,     0.000,     8.846,  -146.221,     0.000,   270.054,   348.441,    38.507,    29.327,     0.000,         0.000,
 29179.000,   624.209,   346.988,     8.677,     0.000,     0.000,     0.000,     0.250,    40.468,   716.300,     1.000,     0.000,     8.581,  -181.676,     0.000,   265.613,   347.609,    57.438,    42.242,     0.000,         0.000,
 29180.000,   700.367,   347.044,     8.512,     0.000,     0.000,     0.000,     0.250,    40.524,   716.300,     1.000,     0.000,     8.417,  -163.484,     0.000,   259.186,   346.795,    45.118,    30.757,     0.000,         0.000,
 29181.000,   672.303,   347.089,     8.377,     0.000,     0.000,     0.000,     0.250,    40.569,   716.300,     1.000,     0.000,     8.201,  -120.694,     0.000,   281.926,   346.130,    41.902,    14.588,     0.000,         0.000,
 29182.000,   424.922,   347.144,     8.017,     0.000,     0.000,     0.000,     0.250,    40.624,   716.300,     1.000,     0.000,     7.803,  -230.226,     0.000,   229.547,   344.370,    67.148,    48.254,     0.000,         0.000,
 29183.000,   358.077,   347.218,     7.791,     0.000,     0.000,     0.000,     0.250,    40.698,   716.300,     1.000,     0.000,     7.631,  -144.144,     0.000,   265.458,   343.253,    36.929,    29.421,     0.000,         0.000,
 29184.000,   933.471,   347.311,     7.660,     0.000,     0.000,     0.000,     0.250,    40.791,   716.300,     1.000,     0.000,     7.613,  -157.523,     0.000,   250.117,   342.620,    40.373,    24.647,     0.000,         0.000,
 29185.000,   618.865,   347.410,     7.561,     0.000,     0.000,     0.000,     0.250,    40.890,   716.300,     1.000,     0.000,     7.460,  -144.390,     0.000,   249.587,   342.130,    37.703,    14.144,     0.000,         0.000,
 29186.000,   230.631,   347.502,     7.423,     0.000,     0.000,     0.000,     0.250,    40.982,   716.300,     1.000,     0.000,     7.199,  -106.690,     0.000,   270.591,   341.458,    30.076,     5.748,     0.000,         0.000,
 29187.000,   456.637,   347.611,     7.263,     0.000,     0.000,     0.000,     0.250,    41.091,   733.300,     1.000,     0.000,     7.110,  -126.668,     0.000,   280.810,   340.680,    44.879,    21.920,     0.000,         0.000,
 29188.000,   187.926,   347.733,     7.075,     0.000,     0.000,     0.000,     0.250,    41.213,   733.300,     1.000,     0.000,     7.067,  -237.387,     0.000,   248.398,   339.767,    76.443,    69.575,     0.000,         0.000,
 29189.000,   668.435,   347.835,     6.889,     0.001,     0.000,     0.000,     0.250,    41.315,   733.300,     1.000,     0.000,     6.889,  -238.155,     0.000,   221.147,   338.874,    62.147,    58.282,     0.000,         0.000,
 29190.000,   568.798,   347.927,     6.727,     0.001,     0.000,     0.000,     0.250,    41.407,   733.300,     1.000,     0.000,     6.727,  -232.347,     0.000,   226.474,   338.086,    59.272,    61.462,     0.000,         0.000,
