JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 28796.000,   949.059,   342.032,     3.979,     0.022,    -0.477,     0.000,     0.250,    25.512,   401.600,     1.000,     0.000,     4.073,   121.675,     0.000,   336.345,   328.537,   -59.480,   -54.387,     0.000,         0.000,
 28797.000,   804.880,   342.193,     3.984,     0.036,    -8.321,     0.000,     0.250,    25.673,   401.600,     1.000,     0.000,     4.281,     4.168,     0.000,   295.210,   327.638,   -13.782,   -22.814,     0.000,         0.000,
 28798.000,   718.598,   342.419,     3.991,     0.025,    -8.054,     0.000,     0.250,    25.899,   401.600,     1.000,     0.000,     5.336,  -151.079,     0.000,   267.564,   345.805,    48.860,    23.979,     0.000,         0.000,
 28799.000,   778.886,   342.571,     4.018,     0.003,    -4.165,     0.000,     0.250,    26.051,   421.500,     1.000,     0.000,     4.372,   -64.711,     0.000,   282.634,   328.183,    20.880,    -1.718,     0.000,         0.000,
 28800.000,   422.054,   342.716,     4.147,    -0.019,    -7.084,     0.000,     0.250,    26.196,   421.500,     1.000,     0.000,     4.645,    -6.627,     0.000,   292.525,   328.703,   -12.733,   -16.817,     0.000,         0.000,
 28801.000,   720.069,   342.870,     4.456,     0.049,    -5.032,     0.000,     0.250,    26.350,   421.500,     1.000,     0.000,     5.046,   -33.944,     0.000,   277.092,   331.648,    11.139,   -31.750,     0.000,         0.000,
 28802.000,   634.580,   342.970,     4.640,     0.023,    -1.179,     0.000,     0.250,    26.450,   421.500,     1.000,     0.000,     5.356,  -113.917,     0.000,   256.074,   333.054,    36.635,     0.302,     0.000,         0.000,
 28803.000,  1339.738,   343.020,     4.297,    -0.044,     0.005,     0.000,     0.250,    26.500,   421.500,     1.000,     0.000,     5.235,  -153.988,     0.000,   242.528,   336.250,    34.201,    26.064,     0.000,         0.000,
 28804.000,  1019.194,   343.146,     4.166,    -0.005,    -8.183,     0.000,     0.250,    26.626,   421.500,     1.000,     0.000,     4.892,  -126.020,     0.000,   251.449,   331.501,    28.214,    17.754,     0.000,         0.000,
 28805.000,   589.408,   343.298,     4.269,     0.032,    -2.440,     0.000,     0.250,    26.778,   421.500,     1.000,     0.000,     4.849,  -195.553,     0.000,   237.334,   329.643,    60.500,    42.744,     0.000,         0.000,
 28806.000,    81.971,   343.363,     4.854,     0.026,     0.483,     0.000,     0.250,    26.843,   421.500,     1.000,     0.000,     4.853,  -151.671,     0.000,   236.219,   329.124,    35.679,    23.087,     0.000,         0.000,
 28807.000,   947.649,   343.427,     4.781,     0.017,    -1.274,     0.000,     0.250,    26.907,   421.500,     1.000,     0.000,     4.780,   -93.129,     0.000,   269.345,   328.778,    20.646,    13.050,     0.000,         0.000,
 28808.000,   607.685,   343.505,     4.632,     0.048,    -2.065,     0.000,     0.250,    26.985,   421.500,     1.000,     0.000,     4.632,  -194.678,     0.000,   254.075,   328.077,    65.481,    55.194,     0.000,         0.000,
 28809.000,    37.737,   343.545,     4.445,     0.005,    -1.258,     0.000,     0.250,    27.025,   440.300,     1.000,     0.000,     4.445,  -170.528,     0.000,   243.870,   327.190,    42.964,    44.243,     0.000,         0.000,
 28810.000,   781.225,   343.550,     4.272,    -0.019,     1.889,     0.000,     0.250,    27.030,   440.300,     1.000,     0.000,     4.272,  -141.358,     0.000,   251.275,   326.391,    30.960,    35.282,     0.000,         0.000,
 28811.000,   118.300,   343.546,     3.982,     0.017,    -6.946,     0.000,     0.250,    27.026,   440.300,     1.000,     0.000,     3.965,  -107.680,     0.000,   259.138,   323.289,    31.058,    12.471,     0.000,         0.000,
 28812.000,   809.459,   343.517,     3.983,     0.031,     3.823,     0.000,     0.250,    26.997,   421.500,     1.000,     0.000,     3.905,  -109.025,     0.000,   255.433,   322.620,    24.586,    17.253,     0.000,         0.000,
 28813.000,  1034.086,   343.469,     3.982,     0.024,     4.665,     0.000,     0.250,    26.949,   421.500,     1.000,     0.000,     3.863,   -83.854,     0.000,   265.430,   322.275,    15.149,    11.861,     0.000,         0.000,
 28814.000,  1024.157,   343.414,     3.923,     0.026,     3.815,     0.000,     0.250,    26.894,   421.500,     1.000,     0.000,     3.752,   -78.420,     0.000,   265.196,   321.643,    12.366,     9.607,     0.000,         0.000,
 28815.000,   410.208,   343.353,     3.797,     0.038,     2.762,     0.000,     0.250,    26.833,   421.500,     1.000,     0.000,     3.608,  -158.940,     0.000,   229.714,   321.092,    34.903,    32.659,     0.000,         0.000,
 28816.000,   531.009,   343.276,     3.537,     0.047,     7.328,     0.000,     0.250,    26.756,   421.500,     1.000,     0.000,     3.360,  -266.621,     0.000,   222.069,   318.826,    66.150,   103.713,     0.000,         0.000,
 28817.000,   433.292,   343.172,     3.250,     0.026,     2.665,     0.000,     0.250,    26.652,   421.500,     1.000,     0.000,     3.134,  -242.516,     0.000,   193.491,   316.073,    41.224,    78.710,     0.000,         0.000,
 28818.000,  1038.715,   343.059,     3.156,     0.008,     8.136,     0.000,     0.250,    26.539,   421.500,     1.000,     0.000,     2.959,  -171.446,     0.000,   228.947,   315.234,    42.343,    42.816,     0.000,         0.000,
 28819.000,  1283.577,   343.004,     3.325,    -0.009,     1.938,     0.000,     0.250,    26.484,   421.500,     1.000,     0.000,     2.863,   -41.390,     0.000,   274.469,   317.585,     2.633,    -4.358,     0.000,         0.000,
 28820.000,   299.617,   343.018,     3.821,    -0.023,     0.034,     0.000,     0.250,    26.498,   421.500,     1.000,     0.000,     2.883,   -50.463,     0.000,   263.972,   316.216,     2.410,    -4.192,     0.000,         0.000,
 28821.000,   994.314,   343.125,     3.804,    -0.013,    -2.001,     0.000,     0.250,    26.605,   421.500,     1.000,     0.000,     2.777,   -53.567,     0.000,   268.758,   315.230,     5.853,     1.241,     0.000,         0.000,
 28822.000,   489.325,   343.271,     3.786,     0.034,    -3.886,     0.000,     0.250,    26.751,   421.500,     1.000,     0.000,     2.740,  -131.863,     0.000,   256.492,   317.050,    36.997,    34.307,     0.000,         0.000,
 28823.000,   430.395,   343.357,     2.661,     0.036,    -1.109,     0.000,     0.250,    26.837,   421.500,     1.000,     0.000,     2.389,  -104.117,     0.000,   260.117,   317.430,    27.568,    19.236,     0.000,         0.000,
 28824.000,   359.765,   343.398,     2.356,     0.012,     0.559,     0.000,     0.250,    26.878,   421.500,     1.000,     0.000,     2.210,   -91.901,     0.000,   253.934,   316.428,    15.749,    13.659,     0.000,         0.000,
 28825.000,     7.400,   343.420,     3.697,    -0.032,     0.877,     0.000,     0.250,    26.900,   421.500,     1.000,     0.000,     2.489,   -79.585,     0.000,   257.916,   315.471,    12.727,     9.304,     0.000,         0.000,
 28826.000,   674.618,   343.489,     3.538,    -0.022,    -3.561,     0.000,     0.250,    26.969,   421.500,     1.000,     0.000,     2.517,   -41.146,     0.000,   273.384,   316.154,     2.897,    -4.522,     0.000,         0.000,
 28827.000,   744.397,   343.662,     3.756,    -0.017,    -2.663,     0.000,     0.250,    27.142,   440.300,     1.000,     0.000,     2.611,   -10.799,     0.000,   274.341,   316.329,    -8.442,   -22.747,     0.000,         0.000,
 28828.000,   638.709,   343.860,     3.741,     0.015,    -7.184,     0.000,     0.250,    27.340,   440.300,     1.000,     0.000,     2.730,  -121.975,     0.000,   254.432,   317.123,    37.492,    21.792,     0.000,         0.000,
 28829.000,   896.866,   343.993,     3.486,    -0.020,    -3.183,     0.000,     0.250,    27.473,   440.300,     1.000,     0.000,     2.447,  -174.668,     0.000,   209.354,   315.816,    32.108,    36.098,     0.000,         0.000,
 28830.000,   900.080,   344.068,     3.478,    -0.017,    -0.680,     0.000,     0.250,    27.548,   440.300,     1.000,     0.000,     2.338,  -142.063,     0.000,   236.550,   313.939,    34.323,    30.351,     0.000,         0.000,
 28831.000,   700.125,   344.104,     3.403,     0.008,     0.812,     0.000,     0.250,    27.584,   440.300,     1.000,     0.000,     2.273,  -136.531,     0.000,   241.697,   314.993,    38.458,    24.777,     0.000,         0.000,
 28832.000,   682.325,   344.105,     3.341,    -0.018,     2.697,     0.000,     0.250,    27.585,   440.300,     1.000,     0.000,     1.986,  -180.696,     0.000,   218.624,   313.735,    38.023,    47.562,     0.000,         0.000,
 28833.000,   110.874,   344.077,     3.433,    -0.025,    -1.854,     0.000,     0.250,    27.557,   440.300,     1.000,     0.000,     1.973,  -148.006,     0.000,   233.454,   313.041,    32.536,    35.884,     0.000,         0.000,
 28834.000,   360.615,   344.029,     3.388,    -0.017,    -0.687,     0.000,     0.250,    27.509,   440.300,     1.000,     0.000,     1.913,  -132.444,     0.000,   232.694,   311.355,    29.246,    24.537,     0.000,         0.000,
 28835.000,  1327.907,   343.959,     3.353,    -0.018,     7.041,     0.000,     0.250,    27.439,   440.300,     1.000,     0.000,     1.686,  -147.497,     0.000,   208.719,   307.686,    23.728,    24.803,     0.000,         0.000,
 28836.000,  1172.733,   343.875,     3.348,    -0.007,     6.423,     0.000,     0.250,    27.355,   440.300,     1.000,     0.000,     1.779,  -100.979,     0.000,   244.118,   308.642,    22.255,    14.200,     0.000,         0.000,
 28837.000,  1196.626,   343.780,     3.290,    -0.001,     4.074,     0.000,     0.250,    27.260,   440.300,     1.000,     0.000,     1.749,  -113.053,     0.000,   245.750,   309.405,    27.177,    22.222,     0.000,         0.000,
 28838.000,   928.207,   343.672,     3.289,    -0.007,     6.389,     0.000,     0.250,    27.152,   440.300,     1.000,     0.000,     1.774,   -62.647,     0.000,   260.035,   309.565,     8.748,     4.368,     0.000,         0.000,
 28839.000,  1479.941,   343.567,     3.222,     0.006,     0.886,     0.000,     0.250,    27.047,   440.300,     1.000,     0.000,     1.709,    -1.498,     0.000,   283.422,   310.057,    -6.808,   -18.329,     0.000,         0.000,
 28840.000,     5.560,   343.475,     3.168,     0.019,   -24.621,     0.000,     0.250,    26.955,   421.500,     1.000,     0.000,     1.662,   -40.340,     0.000,   270.032,   309.465,     8.258,    -7.351,     0.000,         0.000,
 28841.000,   978.415,   343.380,     3.027,    -0.016,     7.030,     0.000,     0.250,    26.860,   421.500,     1.000,     0.000,     1.592,   -46.815,     0.000,   258.100,   307.248,     3.183,    -5.516,     0.000,         0.000,
 28842.000,   392.184,   343.283,     3.054,     0.047,     8.410,     0.000,     0.250,    26.763,   421.500,     1.000,     0.000,     1.645,  -161.449,     0.000,   243.476,   311.351,    52.738,    40.836,     0.000,         0.000,
 28843.000,   708.272,   343.162,     2.455,     0.018,     7.545,     0.000,     0.250,    26.642,   421.500,     1.000,     0.000,     1.414,  -153.271,     0.000,   210.869,   307.095,    27.084,    29.962,     0.000,         0.000,
 28844.000,   703.893,   343.029,     2.430,    -0.005,    -0.025,     0.000,     0.250,    26.509,   421.500,     1.000,     0.000,     1.318,   -98.418,     0.000,   228.421,   306.593,    18.749,     1.497,     0.000,         0.000,
 28845.000,     5.054,   343.031,     2.829,    -0.024,     8.630,     0.000,     0.250,    26.511,   421.500,     1.000,     0.000,     1.600,   119.003,     0.000,   302.105,   311.273,   -57.055,   -71.117,     0.000,         0.000,
 28846.000,   690.741,   343.243,     2.867,    -0.003,     1.762,     0.000,     0.250,    26.723,   421.500,     1.000,     0.000,     1.620,    -3.039,     0.000,   279.517,   312.184,    -8.917,   -20.710,     0.000,         0.000,
 28847.000,   629.663,   343.461,     2.697,     0.015,    -4.169,     0.000,     0.250,    26.941,   421.500,     1.000,     0.000,     1.662,  -112.465,     0.000,   239.250,   311.187,    28.590,    11.938,     0.000,         0.000,
 28848.000,   770.529,   343.586,     2.500,    -0.007,    -2.058,     0.000,     0.250,    27.066,   440.300,     1.000,     0.000,     1.515,   -74.001,     0.000,   258.887,   311.277,    15.393,     6.219,     0.000,         0.000,
 28849.000,   737.972,   343.655,     2.321,     0.008,    -0.288,     0.000,     0.250,    27.135,   440.300,     1.000,     0.000,     1.409,  -103.910,     0.000,   249.172,   311.008,    27.229,    14.844,     0.000,         0.000,
 28850.000,   782.056,   343.677,     2.477,    -0.021,     2.269,     0.000,     0.250,    27.157,   440.300,     1.000,     0.000,     1.355,  -122.022,     0.000,   231.896,   310.576,    25.084,    18.259,     0.000,         0.000,
 28851.000,  1024.285,   343.662,     2.675,    -0.018,     3.169,     0.000,     0.250,    27.142,   440.300,     1.000,     0.000,     1.404,   -85.149,     0.000,   252.348,   310.156,    19.808,     7.533,     0.000,         0.000,
 28852.000,   513.846,   343.643,     2.592,     0.000,    -1.497,     0.000,     0.250,    27.123,   440.300,     1.000,     0.000,     1.391,   -28.964,     0.000,   272.293,   311.365,     5.403,   -15.510,     0.000,         0.000,
 28853.000,   845.973,   343.644,     2.642,     0.007,     1.518,     0.000,     0.250,    27.124,   440.300,     1.000,     0.000,     1.525,     6.000,     0.000,   280.945,   311.832,    -9.278,   -27.609,     0.000,         0.000,
 28854.000,   774.706,   343.631,     2.469,     0.013,     4.515,     0.000,     0.250,    27.111,   440.300,     1.000,     0.000,     1.476,   -99.330,     0.000,   251.370,   311.319,    22.881,    16.500,     0.000,         0.000,
 28855.000,     1.000,   343.587,     2.141,    -0.013,     3.535,     0.000,     0.250,    27.067,   440.300,     1.000,     0.000,     1.387,  -104.353,     0.000,   238.852,   310.313,    17.788,    15.104,     0.000,         0.000,
 28856.000,   987.260,   343.597,     2.191,    -0.014,    -0.969,     0.000,     0.250,    27.077,   440.300,     1.000,     0.000,     1.367,   -10.904,     0.000,   279.981,   311.647,    -4.811,   -15.950,     0.000,         0.000,
 28857.000,   441.175,   343.637,     2.159,     0.014,    -0.019,     0.000,     0.250,    27.117,   440.300,     1.000,     0.000,     1.397,  -111.567,     0.000,   240.142,   310.854,    26.654,    14.201,     0.000,         0.000,
 28858.000,   128.192,   343.638,     2.051,    -0.004,    -6.791,     0.000,     0.250,    27.118,   440.300,     1.000,     0.000,     1.377,   -78.680,     0.000,   254.999,   310.860,    15.519,     7.301,     0.000,         0.000,
 28859.000,    19.654,   343.621,     2.049,    -0.004,   -10.933,     0.000,     0.250,    27.101,   440.300,     1.000,     0.000,     1.309,   -87.662,     0.000,   245.287,   310.859,    19.888,     2.203,     0.000,         0.000,
 28860.000,  1306.417,   343.605,     2.070,    -0.021,     2.428,     0.000,     0.250,    27.085,   440.300,     1.000,     0.000,     1.334,   -48.215,     0.000,   263.564,   310.525,     4.076,    -2.823,     0.000,         0.000,
 28861.000,   468.847,   343.608,     1.975,    -0.004,    -3.680,     0.000,     0.250,    27.088,   440.300,     1.000,     0.000,     1.281,   -58.958,     0.000,   252.498,   309.557,     8.090,    -6.191,     0.000,         0.000,
 28862.000,   976.724,   343.587,     1.976,    -0.007,     4.694,     0.000,     0.250,    27.067,   440.300,     1.000,     0.000,     1.346,  -173.735,     0.000,   222.826,   310.489,    42.311,    43.761,     0.000,         0.000,
 28863.000,   846.751,   343.532,     2.046,    -0.006,     5.623,     0.000,     0.250,    27.012,   440.300,     1.000,     0.000,     1.351,  -116.281,     0.000,   243.296,   307.972,    32.903,    18.702,     0.000,         0.000,
 28864.000,   508.078,   343.508,     2.033,     0.019,     0.702,     0.000,     0.250,    26.988,   421.500,     1.000,     0.000,     1.249,   -51.578,     0.000,   259.358,   310.465,     6.551,    -6.080,     0.000,         0.000,
 28865.000,   339.057,   343.501,     1.542,     0.043,     3.345,     0.000,     0.250,    26.981,   421.500,     1.000,     0.000,     0.979,  -177.865,     0.000,   244.947,   310.248,    58.385,    54.179,     0.000,         0.000,
 28866.000,    69.250,   343.457,     0.922,     0.030,    -1.080,     0.000,     0.250,    26.937,   421.500,     1.000,     0.000,     0.790,  -230.943,     0.000,   221.091,   308.752,    56.475,    86.806,     0.000,         0.000,
 28867.000,   618.258,   343.377,     2.071,    -0.036,     7.452,     0.000,     0.250,    26.857,   421.500,     1.000,     0.000,     0.931,  -209.536,     0.000,   199.247,   307.974,    36.876,    63.932,     0.000,         0.000,
 28868.000,  1144.666,   343.274,     2.011,    -0.024,     9.108,     0.000,     0.250,    26.754,   421.500,     1.000,     0.000,     0.984,  -156.295,     0.000,   224.647,   306.246,    32.120,    42.576,     0.000,         0.000,
 28869.000,  1315.606,   343.150,     1.786,    -0.018,     3.945,     0.000,     0.250,    26.630,   421.500,     1.000,     0.035,     1.082,  -162.355,     0.000,   197.407,   295.037,    25.039,    39.686,     0.000,         0.000,
 28870.000,  1448.909,   343.009,     1.733,    -0.006,     9.922,     0.000,     0.250,    26.489,   421.500,     1.000,     0.066,     1.143,  -116.381,     0.000,   217.064,   290.743,    16.956,    25.748,     0.000,         0.000,
 28871.000,  1576.369,   342.864,     1.773,     0.016,     9.624,     0.000,     0.250,    26.344,   421.500,     1.000,     0.087,     1.059,   -73.767,     0.000,   236.302,   293.219,    12.475,     4.374,     0.000,         0.000,
 28872.000,  1649.779,   342.713,     1.791,     0.024,     6.170,     0.000,     0.250,    26.193,   421.500,     1.000,     0.106,     0.995,   -96.731,     0.000,   222.638,   285.492,    15.954,    17.924,     0.000,         0.000,
 28873.000,  2138.465,   342.556,     1.772,     0.018,    10.625,     0.000,     0.250,    26.036,   421.500,     1.000,     0.125,     1.007,   -67.688,     0.000,   242.486,   288.940,    14.888,     6.346,     0.000,         0.000,
 28874.000,  1592.591,   342.391,     1.712,     0.012,    -0.550,     0.000,     0.250,    25.871,   401.600,     1.000,     0.138,     1.023,   -50.730,     0.000,   248.791,   292.399,     7.252,    -0.131,     0.000,         0.000,
 28875.000,  1953.806,   342.218,     1.663,     0.006,    -3.237,     0.000,     0.250,    25.698,   401.600,     1.000,     0.150,     1.025,   -57.583,     0.000,   243.905,   288.538,     6.679,     6.270,     0.000,         0.000,
 28876.000,  2262.959,   342.041,     1.633,     0.007,     1.512,     0.000,     0.250,    25.521,   401.600,     1.000,     0.174,     1.007,  -135.096,     0.000,   215.283,   259.774,    21.391,    69.215,     0.000,         0.000,
 28877.000,  2630.731,   341.872,     1.615,     0.005,    -5.448,     0.000,     0.250,    25.352,   401.600,     1.000,     0.203,     1.021,  -106.992,     0.000,   200.157,   262.842,    12.600,    31.707,     0.000,         0.000,
 28878.000,  2414.791,   341.717,     1.594,     0.007,     5.415,     0.000,     0.250,    25.197,   401.600,     1.000,     0.222,     1.028,   -55.387,     0.000,   241.156,   281.092,    14.354,     1.097,     0.000,         0.000,
 28879.000,   570.086,   341.936,     1.578,     0.006,   -30.157,     0.000,     0.250,    25.416,   401.600,     1.000,     0.221,     1.010,     6.307,     0.000,   280.886,   310.160,   -12.288,   -23.294,     0.000,         0.000,
 28880.000,   577.642,   342.718,     1.597,    -0.004,   -52.308,     0.000,     0.250,    26.198,   421.500,     1.000,     0.206,     1.048,   -49.020,     0.000,   238.624,   286.275,     9.570,    -8.201,     0.000,         0.000,
 28881.000,  1598.363,   343.380,     1.568,     0.007,   -17.155,     0.000,     0.250,    26.860,   421.500,     1.000,     0.220,     1.089,   -82.380,     0.000,   208.495,   269.810,     9.364,    11.702,     0.000,         0.000,
 28882.000,  1687.756,   343.658,     1.533,     0.010,     1.760,     0.000,     0.250,    27.138,   440.300,     1.000,     0.233,     1.102,   -55.074,     0.000,   229.349,   280.880,     9.301,    -5.758,     0.000,         0.000,
 28883.000,  1512.654,   343.801,     1.482,     0.016,     1.045,     0.000,     0.250,    27.281,   440.300,     1.000,     0.245,     1.093,   -76.272,     0.000,   201.190,   268.583,     6.217,     2.661,     0.000,         0.000,
 28884.000,  1193.692,   343.836,     1.403,     0.017,    -3.651,     0.000,     0.250,    27.316,   440.300,     1.000,     0.258,     1.076,   -60.889,     0.000,   229.185,   274.291,    11.025,     4.758,     0.000,         0.000,
 28885.000,  1672.626,   343.793,     1.395,     0.010,     4.152,     0.000,     0.250,    27.273,   440.300,     1.000,     0.270,     1.050,   -61.998,     0.000,   223.329,   272.233,     7.561,     5.534,     0.000,         0.000,
 28886.000,   468.198,   343.715,     1.388,    -0.002,   -41.785,     0.000,     0.250,    27.195,   440.300,     1.000,     0.288,     1.078,  -109.000,     0.000,   181.364,   244.856,    10.489,    35.019,     0.000,         0.000,
 28887.000,  2217.100,   343.608,     1.371,     0.004,     6.644,     0.000,     0.250,    27.088,   440.300,     1.000,     0.310,     1.096,   -94.443,     0.000,   185.725,   248.825,     7.977,    23.366,     0.000,         0.000,
 28888.000,   141.723,   343.505,     1.375,     0.001,   -49.193,     0.000,     0.250,    26.985,   421.500,     1.000,     0.327,     1.114,   -73.964,     0.000,   206.611,   258.068,     7.956,    14.552,     0.000,         0.000,
 28889.000,  2315.560,   343.386,     1.385,     0.005,     8.710,     0.000,     0.250,    26.866,   421.500,     1.000,     0.335,     1.129,   -27.204,     0.000,   237.578,   288.556,    -2.483,   -21.292,     0.000,         0.000,
 28890.000,  2315.917,   343.289,     1.392,     0.003,     6.606,     0.000,     0.250,    26.769,   421.500,     1.000,     0.294,     1.151,   -13.368,     0.000,   243.049,   299.101,   -10.013,   -32.670,     0.000,         0.000,
 28891.000,  2134.352,   343.289,     1.432,    -0.000,    -1.276,     0.000,     0.250,    26.769,   421.500,     1.000,     0.236,     1.176,     8.202,     0.000,   276.930,   311.350,   -11.703,   -30.919,     0.000,         0.000,
 28892.000,  2018.071,   343.394,     1.442,     0.000,    -0.047,     0.000,     0.250,    26.874,   421.500,     1.000,     0.205,     1.191,   -34.119,     0.000,   244.092,   292.598,     1.746,   -16.132,     0.000,         0.000,
 28893.000,  1838.894,   343.573,     1.426,     0.005,     1.014,     0.000,     0.250,    27.053,   440.300,     1.000,     0.191,     1.197,    -8.773,     0.000,   269.550,   303.572,    -9.401,   -15.849,     0.000,         0.000,
 28894.000,  1381.494,   343.984,     1.406,     0.005,   -30.760,     0.000,     0.250,    27.464,   440.300,     1.000,     0.158,     1.181,     5.699,     0.000,   271.857,   308.975,   -10.063,   -32.754,     0.000,         0.000,
 28895.000,  1584.264,   344.472,     1.408,     0.003,   -13.473,     0.000,     0.250,    27.952,   440.300,     1.000,     0.161,     1.153,   -78.719,     0.000,   238.953,   280.477,    32.456,     4.739,     0.000,         0.000,
 28896.000,  1710.558,   344.759,     1.360,     0.009,    -6.527,     0.000,     0.250,    28.239,   455.200,     1.000,     0.177,     1.203,   -79.452,     0.000,   213.846,   277.782,    11.908,     3.609,     0.000,         0.000,
 28897.000,  1658.248,   344.924,     1.380,     0.013,    -4.576,     0.000,     0.250,    28.404,   455.200,     1.000,     0.186,     1.232,   -45.865,     0.000,   252.292,   289.472,    14.212,    -5.527,     0.000,         0.000,
 28898.000,   728.654,   345.027,     1.521,    -0.022,     0.516,     0.000,     0.250,    28.507,   455.200,     1.000,     0.194,     1.293,   -55.096,     0.000,   245.674,   285.143,    15.883,    -0.256,     0.000,         0.000,
 28899.000,  1271.516,   345.087,     1.953,    -0.009,    -0.446,     0.000,     0.250,    28.567,   455.200,     1.000,     0.201,     1.346,   -39.332,     0.000,   250.399,   290.756,     5.024,    -6.048,     0.000,         0.000,
 28900.000,  1715.153,   345.112,     1.910,     0.010,     2.308,     0.000,     0.250,    28.592,   455.200,     1.000,     0.205,     1.320,   -46.971,     0.000,   240.500,   287.248,    11.999,   -11.776,     0.000,         0.000,
 28901.000,  1791.846,   345.101,     1.804,     0.010,     3.332,     0.000,     0.250,    28.581,   455.200,     1.000,     0.199,     1.320,   -22.194,     0.000,   251.224,   297.895,     9.061,   -33.538,     0.000,         0.000,
 28902.000,  1510.145,   345.084,     1.685,     0.005,    -1.551,     0.000,     0.250,    28.564,   455.200,     1.000,     0.186,     1.322,   -42.375,     0.000,   240.581,   290.723,    10.293,   -18.060,     0.000,         0.000,
 28903.000,  1490.681,   345.048,     1.642,     0.002,    -3.299,     0.000,     0.250,    28.528,   455.200,     1.000,     0.186,     1.332,   -71.954,     0.000,   215.921,   278.924,     8.659,     0.291,     0.000,         0.000,
 28904.000,  1815.992,   344.978,     1.620,    -0.003,    -1.339,     0.000,     0.250,    28.458,   455.200,     1.000,     0.189,     1.351,   -41.427,     0.000,   251.273,   290.820,     6.294,    -4.414,     0.000,         0.000,
 28905.000,  1208.169,   344.889,     1.637,    -0.008,   -12.558,     0.000,     0.250,    28.369,   455.200,     1.000,     0.199,     1.375,   -75.877,     0.000,   226.074,   275.644,    12.580,    13.728,     0.000,         0.000,
