JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 29218.000,   129.470,   351.109,     3.881,     0.003,    -2.480,     0.000,     0.250,    34.589,   514.700,     1.000,     0.000,     2.754,   -79.443,     0.000,   254.562,   313.416,    15.084,     5.505,     0.000,         0.000,
 29219.000,   249.896,   351.150,     3.864,    -0.012,     2.301,     0.000,     0.250,    34.630,   514.700,     1.000,     0.000,     3.097,   -65.750,     0.000,   267.522,   316.166,    10.892,     6.213,     0.000,         0.000,
 29220.000,   791.145,   351.244,     3.754,    -0.011,    -5.824,     0.000,     0.250,    34.724,   514.700,     1.000,     0.000,     2.710,   -71.357,     0.000,   256.303,   314.953,    11.060,     1.646,     0.000,         0.000,
 29221.000,   673.935,   351.332,     3.779,     0.003,    -2.080,     0.000,     0.250,    34.812,   514.700,     1.000,     0.000,     2.426,  -102.230,     0.000,   257.907,   314.290,    32.467,    13.379,     0.000,         0.000,
 29222.000,   669.816,   351.398,     3.748,     0.032,    -3.251,     0.000,     0.250,    34.878,   514.700,     1.000,     0.000,     2.570,  -124.705,     0.000,   231.866,   314.363,    29.939,    12.268,     0.000,         0.000,
 29223.000,   667.509,   351.449,     3.749,    -0.002,    -1.597,     0.000,     0.250,    34.929,   514.700,     1.000,     0.000,     2.502,   -42.736,     0.000,   272.381,   316.189,    11.322,   -12.393,     0.000,         0.000,
 29224.000,   380.868,   351.499,     3.734,    -0.017,     1.993,     0.000,     0.250,    34.979,   514.700,     1.000,     0.000,     2.528,   -14.633,     0.000,   283.205,   316.527,    -6.169,   -12.520,     0.000,         0.000,
 29225.000,   581.203,   351.550,     3.732,     0.010,    -2.633,     0.000,     0.250,    35.030,   514.700,     1.000,     0.000,     2.530,  -116.823,     0.000,   256.604,   315.786,    37.527,    20.114,     0.000,         0.000,
 29226.000,     5.054,   351.585,     3.646,    -0.010,     2.880,     0.000,     0.250,    35.065,   514.700,     1.000,     0.000,     2.387,  -116.119,     0.000,   245.288,   315.576,    26.979,    18.852,     0.000,         0.000,
 29227.000,   303.753,   351.604,     3.736,    -0.020,     0.356,     0.000,     0.250,    35.084,   514.700,     1.000,     0.000,     2.398,  -118.483,     0.000,   235.497,   314.802,    27.516,    11.662,     0.000,         0.000,
 29228.000,   679.461,   351.611,     3.708,    -0.009,     1.338,     0.000,     0.250,    35.091,   514.700,     1.000,     0.000,     2.347,  -121.638,     0.000,   241.742,   314.632,    28.713,    20.035,     0.000,         0.000,
 29229.000,   289.473,   351.602,     3.607,    -0.008,     0.994,     0.000,     0.250,    35.082,   514.700,     1.000,     0.000,     2.213,  -197.175,     0.000,   223.082,   313.110,    47.236,    59.911,     0.000,         0.000,
 29230.000,   654.146,   351.584,     3.502,    -0.018,     2.696,     0.000,     0.250,    35.064,   514.700,     1.000,     0.000,     2.169,  -130.056,     0.000,   251.929,   312.916,    44.884,    24.185,     0.000,         0.000,
 29231.000,   362.013,   351.582,     3.562,    -0.021,     0.204,     0.000,     0.250,    35.062,   514.700,     1.000,     0.000,     2.146,    82.582,     0.000,   291.030,   314.615,   -43.189,   -62.977,     0.000,         0.000,
 29232.000,   489.086,   351.620,     3.514,     0.026,    -2.724,     0.000,     0.250,    35.100,   514.700,     1.000,     0.000,     2.272,   148.304,     0.000,   315.287,   315.963,   -60.567,   -88.414,     0.000,         0.000,
 29233.000,   723.471,   351.672,     3.324,    -0.000,    -1.617,     0.000,     0.250,    35.152,   514.700,     1.000,     0.000,     2.233,   -94.701,     0.000,   248.516,   315.603,    17.891,     9.722,     0.000,         0.000,
 29234.000,  1109.498,   351.707,     3.400,    -0.032,    -0.834,     0.000,     0.250,    35.187,   514.700,     1.000,     0.000,     2.314,   -56.916,     0.000,   267.340,   314.547,     8.621,     1.089,     0.000,         0.000,
 29235.000,   166.889,   351.731,     3.203,    -0.019,     1.065,     0.000,     0.250,    35.211,   514.700,     1.000,     0.000,     2.262,   -55.435,     0.000,   261.942,   315.038,     7.867,    -5.528,     0.000,         0.000,
 29236.000,   873.679,   351.754,     3.204,     0.010,    -0.675,     0.000,     0.250,    35.234,   514.700,     1.000,     0.000,     2.299,   -90.564,     0.000,   242.276,   315.317,    14.975,     2.548,     0.000,         0.000,
 29237.000,   318.228,   351.766,     3.216,     0.022,     1.192,     0.000,     0.250,    35.246,   514.700,     1.000,     0.000,     2.238,  -276.590,     0.000,   216.055,   314.798,    80.352,    97.496,     0.000,         0.000,
 29238.000,     3.452,   351.743,     3.005,    -0.023,   -26.091,     0.000,     0.250,    35.223,   514.700,     1.000,     0.000,     2.075,  -176.344,     0.000,   228.319,   312.976,    36.117,    55.569,     0.000,         0.000,
 29239.000,  1006.151,   351.696,     3.054,    -0.014,     4.889,     0.000,     0.250,    35.176,   514.700,     1.000,     0.000,     1.980,  -118.132,     0.000,   244.818,   312.159,    26.190,    24.600,     0.000,         0.000,
 29240.000,   397.159,   351.651,     3.050,     0.013,     2.953,     0.000,     0.250,    35.131,   514.700,     1.000,     0.000,     1.901,  -231.646,     0.000,   214.183,   311.850,    53.291,    80.689,     0.000,         0.000,
 29241.000,    13.110,   351.592,     3.061,    -0.020,     5.436,     0.000,     0.250,    35.072,   514.700,     1.000,     0.000,     1.929,  -223.410,     0.000,   202.552,   311.532,    43.469,    70.960,     0.000,         0.000,
 29242.000,   843.899,   351.531,     2.972,    -0.002,     6.590,     0.000,     0.250,    35.011,   514.700,     1.000,     0.000,     1.675,  -178.486,     0.000,   203.078,   308.338,    30.155,    43.070,     0.000,         0.000,
 29243.000,  1037.815,   351.467,     2.914,    -0.021,     3.434,     0.000,     0.250,    34.947,   514.700,     1.000,     0.000,     1.678,  -121.648,     0.000,   244.583,   308.070,    31.574,    26.587,     0.000,         0.000,
 29244.000,  1196.022,   351.404,     2.710,    -0.015,     2.373,     0.000,     0.250,    34.884,   514.700,     1.000,     0.000,     1.592,   -86.677,     0.000,   258.527,   310.156,    28.773,     6.275,     0.000,         0.000,
 29245.000,   424.972,   351.356,     2.682,    -0.012,     3.686,     0.000,     0.250,    34.836,   514.700,     1.000,     0.000,     1.651,   -68.371,     0.000,   264.948,   310.142,    29.986,    -6.811,     0.000,         0.000,
 29246.000,   467.541,   351.359,     2.776,     0.018,     1.366,     0.000,     0.250,    34.839,   514.700,     1.000,     0.000,     1.661,   -59.159,     0.000,   253.951,   310.150,     6.521,    -3.562,     0.000,         0.000,
 29247.000,   152.486,   351.379,     2.845,     0.037,    -1.031,     0.000,     0.250,    34.859,   514.700,     1.000,     0.000,     1.557,   -59.996,     0.000,   263.679,   310.849,    13.966,    -1.140,     0.000,         0.000,
 29248.000,   252.587,   351.368,     2.744,     0.014,     1.316,     0.000,     0.250,    34.848,   514.700,     1.000,     0.000,     1.439,   -81.712,     0.000,   255.062,   310.200,    18.829,     7.745,     0.000,         0.000,
 29249.000,   622.880,   351.325,     2.819,    -0.025,     5.922,     0.000,     0.250,    34.805,   514.700,     1.000,     0.000,     1.623,  -134.839,     0.000,   232.621,   310.147,    33.417,    23.897,     0.000,         0.000,
 29250.000,   876.134,   351.238,     2.662,    -0.035,     5.672,     0.000,     0.250,    34.718,   514.700,     1.000,     0.000,     1.244,  -159.903,     0.000,   207.059,   305.208,    27.793,    33.961,     0.000,         0.000,
 29251.000,     1.210,   351.131,     2.553,    -0.009,    -2.657,     0.000,     0.250,    34.611,   514.700,     1.000,     0.028,     1.415,  -100.897,     0.000,   234.135,   300.767,    23.331,    10.934,     0.000,         0.000,
 29252.000,   652.058,   351.029,     2.529,     0.034,     3.625,     0.000,     0.250,    34.509,   514.700,     1.000,     0.040,     1.316,   -35.868,     0.000,   265.431,   303.794,     4.032,    -6.527,     0.000,         0.000,
 29253.000,   503.816,   350.927,     2.611,     0.019,     6.298,     0.000,     0.250,    34.407,   514.700,     1.000,     0.045,     1.331,   -50.488,     0.000,   254.427,   302.048,     6.838,    -3.972,     0.000,         0.000,
 29254.000,   292.055,   350.827,     2.634,     0.000,   -36.769,     0.000,     0.250,    34.307,   514.700,     1.000,     0.050,     1.339,   -35.041,     0.000,   253.071,   303.155,     0.713,   -15.755,     0.000,         0.000,
 29255.000,  1177.504,   350.714,     2.617,     0.004,     8.170,     0.000,     0.250,    34.194,   514.700,     1.000,     0.049,     1.400,   -23.691,     0.000,   261.478,   304.388,     0.937,   -20.156,     0.000,         0.000,
 29256.000,   779.157,   350.609,     2.552,     0.017,     0.034,     0.000,     0.250,    34.089,   514.700,     1.000,     0.050,     1.303,   -43.588,     0.000,   262.447,   302.277,    13.901,   -10.143,     0.000,         0.000,
 29257.000,   524.531,   350.512,     2.604,     0.011,     5.431,     0.000,     0.250,    33.992,   505.700,     1.000,     0.056,     1.399,   -51.080,     0.000,   256.069,   300.796,     8.540,    -2.187,     0.000,         0.000,
 29258.000,   220.902,   350.549,     2.486,     0.019,    -1.727,     0.000,     0.250,    34.029,   514.700,     1.000,     0.059,     1.367,   -33.890,     0.000,   263.157,   302.661,    -0.679,    -4.935,     0.000,         0.000,
 29259.000,   303.468,   350.717,     2.392,     0.031,    -1.159,     0.000,     0.250,    34.197,   514.700,     1.000,     0.072,     1.206,  -103.554,     0.000,   234.939,   291.138,    21.038,    26.317,     0.000,         0.000,
 29260.000,   493.727,   350.817,     2.325,     0.000,     0.480,     0.000,     0.250,    34.297,   514.700,     1.000,     0.092,     1.215,   -87.672,     0.000,   228.563,   289.790,    11.785,    14.659,     0.000,         0.000,
 29261.000,   546.998,   350.834,     2.462,    -0.008,     2.267,     0.000,     0.250,    34.314,   514.700,     1.000,     0.103,     1.229,   -26.648,     0.000,   264.876,   301.135,     3.047,   -12.659,     0.000,         0.000,
 29262.000,   571.494,   350.835,     2.435,     0.008,     0.795,     0.000,     0.250,    34.315,   514.700,     1.000,     0.092,     1.183,   -11.188,     0.000,   273.010,   304.737,    -7.360,   -13.178,     0.000,         0.000,
 29263.000,   589.044,   350.825,     2.438,     0.009,     3.472,     0.000,     0.250,    34.305,   514.700,     1.000,     0.086,     1.164,   -40.803,     0.000,   260.602,   299.570,    12.894,   -11.059,     0.000,         0.000,
 29264.000,   621.069,   350.799,     2.311,     0.007,     4.088,     0.000,     0.250,    34.279,   514.700,     1.000,     0.086,     1.191,   -31.714,     0.000,   264.317,   301.165,     3.342,    -8.476,     0.000,         0.000,
 29265.000,   639.430,   350.756,     2.178,     0.016,     6.436,     0.000,     0.250,    34.236,   514.700,     1.000,     0.095,     1.165,   -98.088,     0.000,   221.414,   287.249,    17.080,    15.172,     0.000,         0.000,
 29266.000,   795.001,   350.700,     2.124,     0.015,     3.123,     0.000,     0.250,    34.180,   514.700,     1.000,     0.119,     1.096,  -134.214,     0.000,   190.115,   274.017,    14.076,    36.236,     0.000,         0.000,
 29267.000,   649.087,   350.656,     2.071,     0.014,    -0.471,     0.000,     0.250,    34.136,   514.700,     1.000,     0.137,     1.047,   -59.103,     0.000,   242.669,   290.162,    17.627,    -6.017,     0.000,         0.000,
 29268.000,   633.160,   350.640,     1.928,     0.008,     0.915,     0.000,     0.250,    34.120,   514.700,     1.000,     0.133,     1.087,   -51.638,     0.000,   236.462,   292.649,     6.623,   -11.173,     0.000,         0.000,
 29269.000,   665.653,   350.628,     1.861,     0.005,     2.815,     0.000,     0.250,    34.108,   514.700,     1.000,     0.128,     1.073,   -42.391,     0.000,   257.748,   295.629,    12.899,    -8.388,     0.000,         0.000,
 29270.000,   585.454,   350.618,     1.988,     0.009,     1.705,     0.000,     0.250,    34.098,   514.700,     1.000,     0.124,     1.041,   -34.191,     0.000,   254.446,   298.064,     6.758,   -16.185,     0.000,         0.000,
 29271.000,   696.442,   350.603,     1.880,    -0.001,     2.567,     0.000,     0.250,    34.083,   514.700,     1.000,     0.121,     1.089,   -92.408,     0.000,   212.301,   283.515,    14.453,     6.741,     0.000,         0.000,
 29272.000,   795.308,   350.573,     2.123,    -0.006,     2.880,     0.000,     0.250,    34.053,   514.700,     1.000,     0.133,     1.109,  -114.336,     0.000,   197.237,   275.535,    12.734,    23.304,     0.000,         0.000,
 29273.000,   596.761,   350.537,     1.961,     0.014,    -2.831,     0.000,     0.250,    34.017,   514.700,     1.000,     0.136,     1.101,   -83.650,     0.000,   212.042,   283.546,    19.074,    -6.929,     0.000,         0.000,
 29274.000,   653.422,   350.496,     1.836,     0.013,     1.671,     0.000,     0.250,    33.976,   505.700,     1.000,     0.115,     1.096,   -66.912,     0.000,   224.603,   290.949,    16.362,   -15.796,     0.000,         0.000,
 29275.000,   577.921,   350.459,     1.725,     0.013,     3.545,     0.000,     0.250,    33.939,   505.700,     1.000,     0.084,     1.112,   -42.686,     0.000,   243.250,   299.410,    19.445,   -32.919,     0.000,         0.000,
 29276.000,   463.736,   350.435,     1.695,     0.004,     2.426,     0.000,     0.250,    33.915,   505.700,     1.000,     0.055,     1.145,     1.048,     0.000,   286.862,   306.959,     7.729,   -28.873,     0.000,         0.000,
 29277.000,   377.678,   350.434,     1.702,    -0.004,     0.538,     0.000,     0.250,    33.914,   505.700,     1.000,     0.039,     1.175,   -11.804,     0.000,   270.613,   305.829,    -4.995,   -18.417,     0.000,         0.000,
 29278.000,   233.477,   350.532,     1.725,     0.004,   -10.937,     0.000,     0.250,    34.012,   514.700,     1.000,     0.029,     1.239,   -35.730,     0.000,   261.372,   304.578,     2.379,    -9.855,     0.000,         0.000,
 29279.000,   413.637,   350.675,     1.678,     0.015,    -7.572,     0.000,     0.250,    34.155,   514.700,     1.000,     0.040,     1.245,  -139.225,     0.000,   227.751,   294.957,    46.309,    25.710,     0.000,         0.000,
 29280.000,   582.390,   350.768,     1.718,    -0.012,    -4.860,     0.000,     0.250,    34.248,   514.700,     1.000,     0.064,     1.221,  -109.616,     0.000,   229.189,   292.139,    27.374,    19.292,     0.000,         0.000,
 29281.000,   736.828,   350.833,     1.709,    -0.013,    -2.978,     0.000,     0.250,    34.313,   514.700,     1.000,     0.082,     1.249,  -102.293,     0.000,   224.679,   289.171,    20.469,    17.332,     0.000,         0.000,
 29282.000,   566.530,   350.888,     1.675,    -0.001,     3.070,     0.000,     0.250,    34.368,   514.700,     1.000,     0.083,     1.251,   -41.003,     0.000,   250.881,   299.730,    18.311,   -26.157,     0.000,         0.000,
 29283.000,   704.434,   350.968,     1.672,     0.006,    -4.370,     0.000,     0.250,    34.448,   514.700,     1.000,     0.053,     1.279,    50.341,     0.000,   303.107,   312.586,   -14.440,   -45.380,     0.000,         0.000,
 29284.000,   311.510,   351.088,     1.681,     0.017,    18.763,     0.000,     0.250,    34.568,   514.700,     1.000,     0.032,     1.293,    -2.936,     0.000,   268.416,   306.591,     1.316,   -36.555,     0.000,         0.000,
 29285.000,   860.279,   351.194,     1.909,    -0.015,    -3.116,     0.000,     0.250,    34.674,   514.700,     1.000,     0.028,     1.391,   -51.201,     0.000,   248.465,   303.717,    13.501,   -17.552,     0.000,         0.000,
 29286.000,   697.442,   351.254,     2.285,    -0.017,     1.858,     0.000,     0.250,    34.734,   514.700,     1.000,     0.031,     1.457,   -64.270,     0.000,   241.678,   302.581,    15.321,   -11.954,     0.000,         0.000,
 29287.000,  1062.046,   351.290,     2.376,    -0.017,     0.043,     0.000,     0.250,    34.770,   514.700,     1.000,     0.036,     1.501,   -81.133,     0.000,   233.981,   300.604,    22.618,    -8.108,     0.000,         0.000,
 29288.000,   941.570,   351.300,     2.376,     0.001,     0.082,     0.000,     0.250,    34.780,   514.700,     1.000,     0.042,     1.631,   -82.988,     0.000,   226.997,   299.495,    23.311,   -12.821,     0.000,         0.000,
 29289.000,   782.303,   351.293,     2.406,     0.004,    -1.727,     0.000,     0.250,    34.773,   514.700,     1.000,     0.038,     1.636,    -9.625,     0.000,   260.450,   306.029,    19.193,   -55.146,     0.000,         0.000,
 29290.000,  1286.607,   351.295,     2.376,     0.009,     0.218,     0.000,     0.250,    34.775,   514.700,     1.000,     0.026,     1.659,    68.201,     0.000,   312.928,   310.642,    -1.388,   -64.527,     0.000,         0.000,
 29291.000,  1303.226,   351.347,     2.321,    -0.001,    -3.325,     0.000,     0.250,    34.827,   514.700,     1.000,     0.019,     1.688,    -8.823,     0.000,   276.694,   306.413,     5.042,   -25.937,     0.000,         0.000,
 29292.000,  1054.445,   351.430,     2.592,    -0.015,    -3.960,     0.000,     0.250,    34.910,   514.700,     1.000,     0.017,     1.781,   -39.012,     0.000,   261.177,   305.351,    14.134,   -19.297,     0.000,         0.000,
 29293.000,   993.252,   351.513,     2.829,    -0.018,    -0.135,     0.000,     0.250,    34.993,   514.700,     1.000,     0.013,     1.882,    21.176,     0.000,   273.925,   307.363,   -13.472,   -41.142,     0.000,         0.000,
 29294.000,   997.518,   351.593,     3.116,    -0.008,    -3.938,     0.000,     0.250,    35.073,   514.700,     1.000,     0.012,     1.958,   -61.505,     0.000,   242.373,   305.257,    27.467,   -28.845,     0.000,         0.000,
 29295.000,  1402.745,   351.643,     3.070,     0.006,    -1.382,     0.000,     0.250,    35.123,   514.700,     1.000,     0.016,     2.003,   -68.134,     0.000,   242.525,   304.451,    21.462,   -15.255,     0.000,         0.000,
 29296.000,  1573.205,   351.670,     3.127,    -0.012,    -0.068,     0.000,     0.250,    35.150,   514.700,     1.000,     0.024,     2.053,  -100.813,     0.000,   223.989,   301.720,    24.603,    -1.522,     0.000,         0.000,
 29297.000,  1327.727,   351.686,     3.097,     0.005,     0.042,     0.000,     0.250,    35.166,   514.700,     1.000,     0.028,     2.117,   -26.629,     0.000,   265.695,   305.227,     8.011,   -20.913,     0.000,         0.000,
 29298.000,  1423.340,   351.695,     3.030,     0.005,     1.103,     0.000,     0.250,    35.175,   514.700,     1.000,     0.026,     2.221,   -51.151,     0.000,   243.973,   304.036,    10.046,   -18.958,     0.000,         0.000,
 29299.000,  1267.826,   351.716,     3.150,    -0.005,    -1.001,     0.000,     0.250,    35.196,   514.700,     1.000,     0.021,     2.240,     3.755,     0.000,   282.639,   306.941,     1.218,   -29.275,     0.000,         0.000,
 29300.000,  1030.905,   351.758,     3.340,    -0.007,    -1.185,     0.000,     0.250,    35.238,   514.700,     1.000,     0.013,     2.277,   109.638,     0.000,   308.412,   309.886,   -47.939,   -63.174,     0.000,         0.000,
 29301.000,  1058.908,   351.801,     3.338,     0.011,    -1.056,     0.000,     0.250,    35.281,   514.700,     1.000,     0.007,     2.316,   -29.733,     0.000,   259.655,   306.273,    16.576,   -33.461,     0.000,         0.000,
 29302.000,     5.054,   351.830,     3.376,    -0.015,     1.225,     0.000,     0.250,    35.310,   514.700,     1.000,     0.014,     2.413,  -120.811,     0.000,   218.604,   303.056,    31.496,     4.864,     0.000,         0.000,
 29303.000,  1513.347,   351.849,     3.426,    -0.018,    -0.079,     0.000,     0.250,    35.329,   514.700,     1.000,     0.024,     2.466,   -63.771,     0.000,   260.259,   303.581,    23.153,    -2.704,     0.000,         0.000,
 29304.000,     2.853,   351.871,     3.307,    -0.005,     4.379,     0.000,     0.250,    35.351,   514.700,     1.000,     0.026,     2.498,   -42.285,     0.000,   260.976,   304.451,     4.271,    -5.461,     0.000,         0.000,
 29305.000,  1326.119,   351.896,     3.260,     0.004,    -0.365,     0.000,     0.250,    35.376,   514.700,     1.000,     0.026,     2.498,   -50.400,     0.000,   251.436,   304.051,     6.574,    -8.789,     0.000,         0.000,
 29306.000,  1613.578,   351.917,     3.322,     0.013,    -0.127,     0.000,     0.250,    35.397,   514.700,     1.000,     0.024,     2.569,   -48.235,     0.000,   238.265,   304.304,     2.214,   -20.017,     0.000,         0.000,
 29307.000,  1588.318,   351.931,     3.355,     0.008,     0.680,     0.000,     0.250,    35.411,   514.700,     1.000,     0.018,     2.659,    13.108,     0.000,   277.525,   307.259,    -3.715,   -39.127,     0.000,         0.000,
 29308.000,   923.322,   351.939,     3.440,    -0.007,    -1.268,     0.000,     0.250,    35.419,   514.700,     1.000,     0.012,     2.715,   -36.654,     0.000,   256.337,   305.840,     8.485,   -21.334,     0.000,         0.000,
 29309.000,   995.761,   351.980,     3.800,    -0.016,    -1.187,     0.000,     0.250,    35.460,   514.700,     1.000,     0.006,     2.764,    41.979,     0.000,   283.142,   307.312,   -25.440,   -40.708,     0.000,         0.000,
 29310.000,   711.253,   352.053,     3.768,     0.016,    -3.854,     0.000,     0.250,    35.533,   514.700,     1.000,     0.000,     2.905,     5.152,     0.000,   287.987,   319.142,   -14.538,   -21.770,     0.000,         0.000,
 29311.000,   637.322,   352.136,     3.658,     0.002,    -2.902,     0.000,     0.250,    35.616,   514.700,     1.000,     0.000,     3.081,   -29.643,     0.000,   278.504,   319.623,    -0.676,   -10.800,     0.000,         0.000,
 29312.000,   406.495,   352.227,     3.733,    -0.014,     1.263,     0.000,     0.250,    35.707,   514.700,     1.000,     0.000,     3.077,   -65.376,     0.000,   259.481,   318.837,    15.731,    -9.710,     0.000,         0.000,
 29313.000,   362.074,   352.299,     3.699,    -0.014,     3.957,     0.000,     0.250,    35.779,   514.700,     1.000,     0.000,     3.055,  -113.150,     0.000,   242.501,   320.013,    41.892,    -6.254,     0.000,         0.000,
 29314.000,   274.239,   352.359,     3.581,     0.010,    -2.683,     0.000,     0.250,    35.839,   514.700,     1.000,     0.000,     3.581,   -57.416,     0.000,   278.347,   323.132,    27.857,   -15.225,     0.000,         0.000,
 29315.000,   110.834,   352.406,     3.842,     0.020,     1.329,     0.000,     0.250,    35.886,   514.700,     1.000,     0.000,     3.842,   -10.227,     0.000,   290.722,   324.356,    -4.763,   -18.644,     0.000,         0.000,
 29316.000,   710.074,   352.425,     3.966,     0.024,     1.868,     0.000,     0.250,    35.905,   514.700,     1.000,     0.000,     4.000,    -8.275,     0.000,   288.926,   326.375,    -4.784,   -24.390,     0.000,         0.000,
 29317.000,   262.815,   352.415,     3.982,     0.029,     0.899,     0.000,     0.250,    35.895,   514.700,     1.000,     0.000,     4.074,   -75.402,     0.000,   257.479,   327.621,    20.556,   -15.296,     0.000,         0.000,
 29318.000,   293.961,   352.390,     3.984,     0.033,     2.576,     0.000,     0.250,    35.870,   514.700,     1.000,     0.000,     4.160,   -60.605,     0.000,   277.983,   327.604,    35.581,   -24.597,     0.000,         0.000,
 29319.000,    92.046,   352.354,     3.986,     0.025,    -6.979,     0.000,     0.250,    35.834,   514.700,     1.000,     0.000,     4.128,    -5.138,     0.000,   307.650,   328.291,     9.268,   -24.770,     0.000,         0.000,
 29320.000,   469.742,   352.308,     4.003,     0.026,     3.379,     0.000,     0.250,    35.788,   514.700,     1.000,     0.000,     4.149,   -48.770,     0.000,   271.222,   327.052,     3.422,   -10.481,     0.000,         0.000,
 29321.000,   146.055,   352.259,     4.163,     0.054,     2.127,     0.000,     0.250,    35.739,   514.700,     1.000,     0.000,     4.174,  -165.453,     0.000,   238.817,   325.920,    51.470,    26.880,     0.000,         0.000,
 29322.000,   310.945,   352.196,     4.216,     0.062,     9.592,     0.000,     0.250,    35.676,   514.700,     1.000,     0.000,     4.216,  -162.127,     0.000,   245.662,   326.113,    63.238,    18.438,     0.000,         0.000,
 29323.000,   478.051,   352.114,     4.324,     0.032,     9.979,     0.000,     0.250,    35.594,   514.700,     1.000,     0.000,     4.323,  -116.669,     0.000,   245.803,   326.620,    35.682,     0.170,     0.000,         0.000,
 29324.000,   370.476,   352.070,     4.372,    -0.000,     0.607,     0.000,     0.250,    35.550,   514.700,     1.000,     0.000,     4.525,   133.340,     0.000,   332.803,   328.648,   -49.895,   -79.290,     0.000,         0.000,
 29325.000,   356.876,   352.120,     4.545,     0.039,    -3.964,     0.000,     0.250,    35.600,   514.700,     1.000,     0.000,     4.734,   -79.299,     0.000,   272.398,   328.649,    39.953,   -16.905,     0.000,         0.000,
 29326.000,    95.632,   352.179,     4.860,     0.032,     0.358,     0.000,     0.250,    35.659,   514.700,     1.000,     0.000,     4.879,  -131.728,     0.000,   253.743,   329.248,    46.303,     9.920,     0.000,         0.000,
 29327.000,    90.695,   352.189,     4.942,     0.019,    -1.051,     0.000,     0.250,    35.669,   514.700,     1.000,     0.000,     5.143,  -174.315,     0.000,   244.787,   333.737,    55.646,    29.718,     0.000,         0.000,
 29328.000,   572.454,   352.176,     4.748,    -0.016,     4.990,     0.000,     0.250,    35.656,   514.700,     1.000,     0.000,     5.143,  -176.627,     0.000,   240.835,   330.716,    56.563,    30.183,     0.000,         0.000,
 29329.000,   581.261,   352.149,     4.765,    -0.022,     4.726,     0.000,     0.250,    35.629,   514.700,     1.000,     0.000,     5.152,  -118.206,     0.000,   262.006,   331.883,    27.177,    21.152,     0.000,         0.000,
 29330.000,     5.560,   352.119,     4.238,    -0.024,   -13.733,     0.000,     0.250,    35.599,   514.700,     1.000,     0.000,     5.020,  -150.580,     0.000,   237.603,   330.747,    43.889,    13.547,     0.000,         0.000,
 29331.000,     2.144,   352.070,     4.379,    -0.018,   -20.979,     0.000,     0.250,    35.550,   514.700,     1.000,     0.000,     5.109,   -65.758,     0.000,   287.612,   331.074,    27.761,    -5.465,     0.000,         0.000,
 29332.000,   824.802,   352.007,     4.265,    -0.018,     8.730,     0.000,     0.250,    35.487,   514.700,     1.000,     0.000,     5.168,  -109.579,     0.000,   254.704,   331.449,    29.525,     3.309,     0.000,         0.000,
 29333.000,   341.477,   351.936,     4.866,     0.020,     6.958,     0.000,     0.250,    35.416,   514.700,     1.000,     0.000,     5.293,  -255.658,     0.000,   242.617,   331.453,   104.892,    61.930,     0.000,         0.000,
 29334.000,    82.090,   351.862,     5.366,     0.009,    -1.775,     0.000,     0.250,    35.342,   514.700,     1.000,     0.000,     5.402,  -166.902,     0.000,   231.366,   331.743,    45.566,    20.959,     0.000,         0.000,
 29335.000,   538.395,   351.772,     4.210,    -0.047,     3.298,     0.000,     0.250,    35.252,   514.700,     1.000,     0.000,     5.242,   -84.483,     0.000,   279.231,   335.295,    23.457,     4.962,     0.000,         0.000,
 29336.000,   988.272,   351.674,     4.288,    -0.034,     7.927,     0.000,     0.250,    35.154,   514.700,     1.000,     0.000,     5.349,   -79.152,     0.000,   266.497,   335.747,    19.065,    -9.162,     0.000,         0.000,
 29337.000,  1012.877,   351.587,     4.451,    -0.016,     6.221,     0.000,     0.250,    35.067,   514.700,     1.000,     0.000,     5.240,   -45.333,     0.000,   301.113,   336.226,    22.197,   -11.977,     0.000,         0.000,
 29338.000,   535.604,   351.603,     4.659,    -0.021,    -3.873,     0.000,     0.250,    35.083,   514.700,     1.000,     0.000,     5.675,  -118.551,     0.000,   274.959,   335.704,    36.771,    21.035,     0.000,         0.000,
 29339.000,   425.706,   351.701,     4.622,     0.003,     6.762,     0.000,     0.250,    35.181,   514.700,     1.000,     0.000,     5.689,  -102.338,     0.000,   264.933,   334.368,    27.407,     5.496,     0.000,         0.000,
 29340.000,   545.757,   351.785,     4.600,     0.034,    -1.855,     0.000,     0.250,    35.265,   514.700,     1.000,     0.000,     5.527,   -70.051,     0.000,   274.342,   334.792,    29.751,   -20.150,     0.000,         0.000,
 29341.000,   161.227,   351.843,     4.563,    -0.006,    -0.213,     0.000,     0.250,    35.323,   514.700,     1.000,     0.000,     5.760,    20.424,     0.000,   307.227,   334.482,    -4.038,   -43.642,     0.000,         0.000,
 29342.000,   196.878,   352.050,     5.821,    -0.015,   -14.327,     0.000,     0.250,    35.530,   514.700,     1.000,     0.000,     6.048,    31.456,     0.000,   320.980,   335.013,   -20.438,   -25.052,     0.000,         0.000,
