JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 28967.000,   166.101,   348.585,     8.749,     0.044,     9.535,     0.000,     0.250,    32.065,   495.700,     1.000,     0.000,     6.742,   -18.404,     0.000,   317.863,   347.968,     8.229,   -19.931,     0.000,         0.000,
 28968.000,   115.515,   348.517,     8.932,    -0.065,     3.175,     0.000,     0.250,    31.997,   486.200,     1.000,     0.000,     7.297,   -45.910,     0.000,   295.221,   348.879,    15.612,   -23.360,     0.000,         0.000,
 28969.000,   169.063,   348.455,    10.304,    -0.097,     7.543,     0.000,     0.250,    31.935,   486.200,     1.000,     0.000,     7.302,   -74.044,     0.000,   310.508,   357.270,    34.171,    -6.888,     0.000,         0.000,
 28970.000,    92.774,   348.398,    10.227,    -0.041,     3.427,     0.000,     0.250,    31.878,   486.200,     1.000,     0.000,     7.543,  -134.402,     0.000,   271.897,   355.314,    43.622,     7.363,     0.000,         0.000,
 28971.000,    82.054,   348.352,     9.893,     0.032,     2.786,     0.000,     0.250,    31.832,   486.200,     1.000,     0.000,     7.412,   -27.324,     0.000,   321.386,   353.929,    13.687,   -18.905,     0.000,         0.000,
 28972.000,   140.283,   348.402,     9.467,    -0.177,    -5.692,     0.000,     0.250,    31.882,   486.200,     1.000,     0.000,     7.513,  -136.696,     0.000,   284.990,   351.518,    49.782,    20.385,     0.000,         0.000,
 28973.000,   164.748,   348.476,     9.635,    -0.132,     2.268,     0.000,     0.250,    31.956,   486.200,     1.000,     0.000,     7.785,  -170.861,     0.000,   257.938,   352.401,    46.914,    29.484,     0.000,         0.000,
 28974.000,   172.802,   348.484,     9.333,    -0.027,     3.223,     0.000,     0.250,    31.964,   486.200,     1.000,     0.000,     7.921,  -184.869,     0.000,   243.315,   350.850,    54.317,    23.016,     0.000,         0.000,
 28975.000,   179.317,   348.482,     9.634,    -0.014,     3.479,     0.000,     0.250,    31.962,   486.200,     1.000,     0.000,     7.999,   -90.235,     0.000,   298.115,   352.350,    29.113,     6.887,     0.000,         0.000,
 28976.000,   188.554,   348.474,     9.623,     0.048,     3.461,     0.000,     0.250,    31.954,   486.200,     1.000,     0.000,     8.075,  -107.638,     0.000,   282.597,   352.298,    30.784,     7.153,     0.000,         0.000,
 28977.000,   197.365,   348.454,     9.849,     0.013,     3.936,     0.000,     0.250,    31.934,   486.200,     1.000,     0.000,     8.044,   -17.035,     0.000,   323.900,   353.423,    -2.164,   -10.324,     0.000,         0.000,
 28978.000,   195.846,   348.431,     9.721,     0.029,     3.186,     0.000,     0.250,    31.911,   486.200,     1.000,     0.000,     8.168,    -0.538,     0.000,   329.184,   354.087,    -9.282,   -15.083,     0.000,         0.000,
 28979.000,   170.597,   348.449,    10.766,     0.050,    -1.460,     0.000,     0.250,    31.929,   486.200,     1.000,     0.000,     8.372,     2.522,     0.000,   339.663,   360.386,    -9.422,   -13.823,     0.000,         0.000,
 28980.000,   192.516,   348.489,    11.215,     0.050,     0.972,     0.000,     0.250,    31.969,   486.200,     1.000,     0.000,     8.537,   -25.963,     0.000,   330.848,   361.043,     3.886,    -8.118,     0.000,         0.000,
 28981.000,   203.301,   348.505,    10.958,     0.003,     0.852,     0.000,     0.250,    31.985,   486.200,     1.000,     0.000,     8.798,   -38.089,     0.000,   321.036,   360.330,     6.050,    -7.255,     0.000,         0.000,
 28982.000,   220.450,   348.508,    11.580,    -0.038,     2.841,     0.000,     0.250,    31.988,   486.200,     1.000,     0.000,     8.654,   -43.537,     0.000,   316.108,   363.229,    14.061,   -17.645,     0.000,         0.000,
 28983.000,   227.525,   348.502,    11.910,    -0.034,     2.880,     0.000,     0.250,    31.982,   486.200,     1.000,     0.000,     8.771,  -123.375,     0.000,   288.567,   364.440,    44.329,     3.173,     0.000,         0.000,
 28984.000,   242.666,   348.480,    11.948,     0.061,     4.793,     0.000,     0.250,    31.960,   486.200,     1.000,     0.000,     9.022,  -148.340,     0.000,   288.222,   364.040,    66.951,     5.571,     0.000,         0.000,
 28985.000,   240.565,   348.439,    11.784,     0.045,     3.319,     0.000,     0.250,    31.919,   486.200,     1.000,     0.000,     9.119,   -56.557,     0.000,   322.486,   363.186,    22.555,    -6.699,     0.000,         0.000,
 28986.000,   228.771,   348.392,    11.894,    -0.118,     4.216,     0.000,     0.250,    31.872,   486.200,     1.000,     0.000,     9.173,  -110.803,     0.000,   300.151,   363.751,    45.472,     1.732,     0.000,         0.000,
 28987.000,   193.877,   348.360,    11.908,     0.076,     3.290,     0.000,     0.250,    31.840,   486.200,     1.000,     0.000,     9.343,  -164.644,     0.000,   284.232,   363.828,    59.643,    25.405,     0.000,         0.000,
 28988.000,   153.186,   348.418,    11.591,     0.114,    -4.715,     0.000,     0.250,    31.898,   486.200,     1.000,     0.000,     9.538,  -181.455,     0.000,   280.246,   362.206,    57.086,    42.408,     0.000,         0.000,
 28989.000,   149.009,   348.624,    11.395,     0.052,   -15.931,     0.000,     0.250,    32.104,   495.700,     1.000,     0.000,     9.484,  -144.046,     0.000,   280.882,   361.211,    36.101,    27.618,     0.000,         0.000,
 28990.000,   203.579,   348.855,    11.417,    -0.069,    -5.728,     0.000,     0.250,    32.335,   495.700,     1.000,     0.000,     9.459,  -159.256,     0.000,   280.099,   361.322,    54.940,    23.093,     0.000,         0.000,
 28991.000,   270.840,   348.993,    11.816,    -0.077,    -3.360,     0.000,     0.250,    32.473,   495.700,     1.000,     0.000,     9.506,   -96.221,     0.000,   295.153,   363.353,    31.020,    -2.999,     0.000,         0.000,
 28992.000,   330.836,   349.051,    11.734,    -0.022,     0.595,     0.000,     0.250,    32.531,   495.700,     1.000,     0.000,     9.769,   -42.047,     0.000,   331.837,   362.960,    22.786,   -11.861,     0.000,         0.000,
 28993.000,   382.619,   349.064,    11.835,    -0.053,     3.305,     0.000,     0.250,    32.544,   495.700,     1.000,     0.000,     9.911,   -87.407,     0.000,   311.114,   363.459,    43.028,    -7.966,     0.000,         0.000,
 28994.000,   454.880,   349.046,    12.236,    -0.029,     4.539,     0.000,     0.250,    32.526,   495.700,     1.000,     0.000,    10.187,    11.315,     0.000,   346.358,   365.706,     2.388,   -33.051,     0.000,         0.000,
 28995.000,   249.243,   349.104,    12.958,    -0.049,    -8.028,     0.000,     0.250,    32.584,   495.700,     1.000,     0.000,    10.438,    98.592,     0.000,   359.759,   370.307,   -53.865,   -55.275,     0.000,         0.000,
 28996.000,   256.623,   349.175,    13.572,    -0.164,     2.969,     0.000,     0.250,    32.655,   495.700,     1.000,     0.000,    11.045,  -185.184,     0.000,   297.503,   373.015,   104.394,     5.279,     0.000,         0.000,
 28997.000,   194.672,   349.150,    14.552,     0.050,    -5.728,     0.000,     0.250,    32.630,   495.700,     1.000,     0.000,    11.289,  -179.624,     0.000,   289.027,   377.507,    80.886,    10.259,     0.000,         0.000,
 28998.000,   436.478,   349.099,    14.262,    -0.012,    -0.260,     0.000,     0.250,    32.579,   495.700,     1.000,     0.000,    11.434,   -48.406,     0.000,   349.368,   376.591,    29.297,    -8.114,     0.000,         0.000,
 28999.000,   515.564,   349.059,    14.125,    -0.059,     2.471,     0.000,     0.250,    32.539,   495.700,     1.000,     0.000,    11.438,   -50.816,     0.000,   329.025,   375.284,    18.897,   -14.340,     0.000,         0.000,
 29000.000,   602.025,   349.070,    14.255,    -0.018,    -1.225,     0.000,     0.250,    32.550,   495.700,     1.000,     0.000,    11.762,   -95.982,     0.000,   313.548,   375.959,    32.452,     1.119,     0.000,         0.000,
 29001.000,   614.994,   349.135,    14.793,    -0.028,    -2.899,     0.000,     0.250,    32.615,   495.700,     1.000,     0.000,    11.994,     1.592,     0.000,   354.194,   378.968,     1.453,   -27.820,     0.000,         0.000,
 29002.000,   789.877,   349.203,    15.463,    -0.006,    -2.662,     0.000,     0.250,    32.683,   495.700,     1.000,     0.000,    12.098,   -90.223,     0.000,   322.717,   382.341,    43.481,   -12.881,     0.000,         0.000,
 29003.000,   412.074,   349.245,    15.796,     0.028,     0.221,     0.000,     0.250,    32.725,   495.700,     1.000,     0.000,    12.486,  -105.579,     0.000,   332.564,   385.745,    47.444,     4.953,     0.000,         0.000,
 29004.000,   291.434,   349.271,    15.929,    -0.018,     0.074,     0.000,     0.250,    32.751,   495.700,     1.000,     0.000,    12.395,   -67.767,     0.000,   344.652,   384.790,    23.690,     3.938,     0.000,         0.000,
 29005.000,   111.686,   349.287,    16.062,    -0.023,    -0.352,     0.000,     0.250,    32.767,   495.700,     1.000,     0.000,    12.590,   -64.223,     0.000,   347.115,   385.497,    22.370,     3.471,     0.000,         0.000,
 29006.000,   717.938,   349.306,    16.274,    -0.012,    -0.783,     0.000,     0.250,    32.786,   495.700,     1.000,     0.000,    12.734,   -66.289,     0.000,   336.597,   386.649,    20.980,    -4.744,     0.000,         0.000,
 29007.000,   735.194,   349.318,    16.880,     0.002,     0.913,     0.000,     0.250,    32.798,   495.700,     1.000,     0.000,    12.927,  -114.535,     0.000,   311.248,   389.975,    38.911,    -3.104,     0.000,         0.000,
 29008.000,   685.131,   349.317,    17.254,    -0.011,     0.440,     0.000,     0.250,    32.797,   495.700,     1.000,     0.000,    13.183,   -62.140,     0.000,   351.743,   392.402,    22.721,    -1.239,     0.000,         0.000,
 29009.000,   405.019,   349.328,    17.183,    -0.034,    -0.161,     0.000,     0.250,    32.808,   495.700,     1.000,     0.000,    13.200,  -269.318,     0.000,   282.998,   391.517,   126.274,    34.524,     0.000,         0.000,
 29010.000,   633.479,   349.336,    17.201,    -0.017,     0.612,     0.000,     0.250,    32.816,   495.700,     1.000,     0.000,    13.336,  -259.080,     0.000,   275.177,   391.623,   109.782,    32.852,     0.000,         0.000,
 29011.000,   653.486,   349.330,    17.083,    -0.018,     1.203,     0.000,     0.250,    32.810,   495.700,     1.000,     0.000,    13.431,  -113.378,     0.000,   339.998,   390.984,    63.478,    -1.087,     0.000,         0.000,
 29012.000,   199.169,   349.353,    17.382,    -0.015,     0.458,     0.000,     0.250,    32.833,   495.700,     1.000,     0.000,    13.598,   -41.958,     0.000,   354.582,   392.580,    13.358,    -9.398,     0.000,         0.000,
 29013.000,   632.544,   349.393,    18.466,     0.039,    -0.319,     0.000,     0.250,    32.873,   495.700,     1.000,     0.000,    13.834,  -155.424,     0.000,   317.438,   398.477,    69.850,     4.535,     0.000,         0.000,
 29014.000,   415.850,   349.403,    18.560,     0.026,    -0.206,     0.000,     0.250,    32.883,   495.700,     1.000,     0.000,    13.952,  -120.415,     0.000,   353.014,   399.194,    74.238,    -0.003,     0.000,         0.000,
 29015.000,   637.444,   349.396,    18.387,     0.005,     1.594,     0.000,     0.250,    32.876,   495.700,     1.000,     0.000,    14.081,  -125.054,     0.000,   343.322,   399.139,    71.312,    -2.076,     0.000,         0.000,
 29016.000,   611.400,   349.383,    18.462,     0.006,     1.591,     0.000,     0.250,    32.863,   495.700,     1.000,     0.000,    14.132,  -157.641,     0.000,   355.494,   398.466,   102.647,    12.021,     0.000,         0.000,
 29017.000,   110.569,   349.434,    18.443,    -0.013,     5.629,     0.000,     0.250,    32.914,   495.700,     1.000,     0.000,    14.173,  -114.110,     0.000,   339.369,   398.349,    47.220,     7.911,     0.000,         0.000,
 29018.000,   646.160,   349.514,    18.710,    -0.011,    -0.915,     0.000,     0.250,    32.994,   495.700,     1.000,     0.000,    14.318,  -199.950,     0.000,   299.418,   399.823,    83.193,    16.352,     0.000,         0.000,
 29019.000,   440.078,   349.551,    18.577,    -0.000,    -0.281,     0.000,     0.250,    33.031,   505.700,     1.000,     0.000,    14.344,  -183.246,     0.000,   342.674,   399.092,   101.878,    24.951,     0.000,         0.000,
 29020.000,   546.624,   349.593,    18.439,    -0.005,    -0.910,     0.000,     0.250,    33.073,   505.700,     1.000,     0.000,    14.429,  -212.656,     0.000,   296.268,   398.334,    83.967,    26.624,     0.000,         0.000,
 29021.000,   562.012,   349.628,    18.455,    -0.009,    -0.421,     0.000,     0.250,    33.108,   505.700,     1.000,     0.000,    14.492,  -193.635,     0.000,   315.533,   398.423,    98.913,    11.833,     0.000,         0.000,
 29022.000,   566.619,   349.684,    18.456,    -0.004,    -5.990,     0.000,     0.250,    33.164,   505.700,     1.000,     0.000,    14.575,   -93.650,     0.000,   361.447,   398.432,    49.150,     7.515,     0.000,         0.000,
 29023.000,   654.648,   349.806,    18.437,    -0.006,    -9.846,     0.000,     0.250,    33.286,   505.700,     1.000,     0.000,    14.672,   -89.072,     0.000,   356.977,   398.322,    42.040,     5.688,     0.000,         0.000,
 29024.000,   381.366,   349.924,    18.685,     0.011,     1.998,     0.000,     0.250,    33.404,   505.700,     1.000,     0.000,    14.818,   -59.883,     0.000,   370.242,   400.878,    28.330,     0.917,     0.000,         0.000,
 29025.000,   650.640,   349.967,    18.789,     0.014,     0.782,     0.000,     0.250,    33.447,   505.700,     1.000,     0.000,    14.838,   -45.102,     0.000,   376.371,   401.794,    21.733,    -2.054,     0.000,         0.000,
 29026.000,   273.599,   349.940,    18.904,    -0.014,    -8.225,     0.000,     0.250,    33.420,   505.700,     1.000,     0.000,    15.031,   -31.551,     0.000,   380.120,   401.595,    13.899,    -3.823,     0.000,         0.000,
 29027.000,   573.630,   349.916,    19.093,    -0.006,     1.301,     0.000,     0.250,    33.396,   505.700,     1.000,     0.000,    15.177,  -100.714,     0.000,   353.518,   401.926,    47.709,     4.597,     0.000,         0.000,
 29028.000,   607.941,   349.909,    19.396,     0.032,     0.760,     0.000,     0.250,    33.389,   505.700,     1.000,     0.000,    15.425,  -221.689,     0.000,   307.991,   403.593,   110.495,    15.591,     0.000,         0.000,
 29029.000,    58.601,   349.861,    19.520,     0.019,   -15.731,     0.000,     0.250,    33.341,   505.700,     1.000,     0.000,    15.608,  -188.254,     0.000,   313.784,   404.266,    89.634,     8.137,     0.000,         0.000,
 29030.000,   605.186,   349.787,    20.171,     0.009,     7.276,     0.000,     0.250,    33.267,   505.700,     1.000,     0.000,    15.864,  -134.584,     0.000,   347.240,   408.407,    71.258,     2.160,     0.000,         0.000,
 29031.000,   507.261,   349.721,    20.041,     0.005,     1.221,     0.000,     0.250,    33.201,   505.700,     1.000,     0.000,    15.971,   -54.516,     0.000,   384.244,   408.398,    39.023,    -8.659,     0.000,         0.000,
 29032.000,   590.114,   349.673,    20.570,    -0.000,     4.515,     0.000,     0.250,    33.153,   505.700,     1.000,     0.000,    16.210,  -111.725,     0.000,   343.759,   410.074,    51.224,    -5.814,     0.000,         0.000,
 29033.000,   605.697,   349.646,    21.220,     0.004,     2.319,     0.000,     0.250,    33.126,   505.700,     1.000,     0.000,    16.493,  -116.082,     0.000,   351.655,   415.028,    55.289,    -2.579,     0.000,         0.000,
 29034.000,   634.963,   349.630,    21.546,     0.019,     2.189,     0.000,     0.250,    33.110,   505.700,     1.000,     0.000,    16.768,  -131.685,     0.000,   354.999,   420.158,    67.579,    -1.052,     0.000,         0.000,
 29035.000,   518.396,   349.612,    22.359,     0.001,     0.273,     0.000,     0.250,    33.092,   505.700,     1.000,     0.000,    16.905,   -88.669,     0.000,   384.626,   422.355,    51.231,    -0.291,     0.000,         0.000,
 29036.000,     1.464,   349.598,    22.451,     0.014,    -0.954,     0.000,     0.250,    33.078,   505.700,     1.000,     0.000,    17.052,  -182.033,     0.000,   331.895,   420.703,    79.313,    13.912,     0.000,         0.000,
 29037.000,   536.876,   349.587,    22.884,     0.036,     0.013,     0.000,     0.250,    33.067,   505.700,     1.000,     0.000,    17.268,  -245.890,     0.000,   318.896,   423.181,   116.013,    25.592,     0.000,         0.000,
 29038.000,   541.615,   349.567,    22.726,     0.005,     1.373,     0.000,     0.250,    33.047,   505.700,     1.000,     0.000,    17.283,  -155.154,     0.000,   356.243,   422.277,    77.177,    11.943,     0.000,         0.000,
 29039.000,    25.461,   349.543,    22.963,     0.023,    -3.981,     0.000,     0.250,    33.023,   505.700,     1.000,     0.000,    17.458,  -102.236,     0.000,   383.100,   423.624,    57.818,     3.894,     0.000,         0.000,
 29040.000,   444.390,   349.514,    23.107,     0.010,    -2.451,     0.000,     0.250,    32.994,   495.700,     1.000,     0.000,    17.556,   -96.794,     0.000,   377.809,   426.295,    51.679,    -3.371,     0.000,         0.000,
 29041.000,    51.077,   349.475,    23.369,    -0.007,    -5.615,     0.000,     0.250,    32.955,   495.700,     1.000,     0.000,    17.674,   -92.181,     0.000,   390.975,   427.378,    58.895,    -3.116,     0.000,         0.000,
 29042.000,   494.178,   349.429,    23.622,    -0.012,     3.697,     0.000,     0.250,    32.909,   495.700,     1.000,     0.000,    17.849,   -72.365,     0.000,   391.764,   428.067,    38.825,    -2.762,     0.000,         0.000,
 29043.000,   239.766,   349.387,    23.822,     0.011,    -2.439,     0.000,     0.250,    32.867,   495.700,     1.000,     0.000,    17.931,  -143.951,     0.000,   375.964,   428.567,    79.036,    12.312,     0.000,         0.000,
 29044.000,   512.346,   349.344,    24.041,     0.015,     4.180,     0.000,     0.250,    32.824,   495.700,     1.000,     0.000,    18.095,  -194.711,     0.000,   346.395,   429.873,    96.578,    14.654,     0.000,         0.000,
 29045.000,   541.989,   349.299,    24.212,     0.001,     4.213,     0.000,     0.250,    32.779,   495.700,     1.000,     0.000,    18.230,  -217.627,     0.000,   335.353,   431.422,   104.479,    17.079,     0.000,         0.000,
 29046.000,   516.635,   349.249,    24.263,    -0.006,     2.312,     0.000,     0.250,    32.729,   495.700,     1.000,     0.000,    18.272,  -158.515,     0.000,   377.762,   431.127,    94.329,    10.821,     0.000,         0.000,
 29047.000,   483.411,   349.200,    24.267,    -0.006,     0.419,     0.000,     0.250,    32.680,   495.700,     1.000,     0.000,    18.358,  -139.689,     0.000,   363.883,   431.143,    67.279,     5.150,     0.000,         0.000,
 29048.000,   509.296,   349.156,    24.317,    -0.006,     1.128,     0.000,     0.250,    32.636,   495.700,     1.000,     0.000,    18.478,  -141.117,     0.000,   373.107,   431.436,    69.063,    13.724,     0.000,         0.000,
 29049.000,   526.948,   349.109,    24.475,    -0.006,     2.645,     0.000,     0.250,    32.589,   495.700,     1.000,     0.000,    18.593,  -225.380,     0.000,   331.654,   432.355,   104.319,    20.359,     0.000,         0.000,
 29050.000,   501.469,   349.060,    24.704,    -0.011,     3.584,     0.000,     0.250,    32.540,   495.700,     1.000,     0.000,    18.742,  -191.113,     0.000,   355.260,   433.695,   104.699,     7.980,     0.000,         0.000,
 29051.000,   516.181,   349.008,    24.720,     0.002,     3.474,     0.000,     0.250,    32.488,   495.700,     1.000,     0.000,    18.811,  -234.775,     0.000,   346.961,   433.784,   125.033,    22.919,     0.000,         0.000,
 29052.000,   496.744,   348.943,    24.740,    -0.004,     6.239,     0.000,     0.250,    32.423,   495.700,     1.000,     0.000,    18.856,  -177.098,     0.000,   365.608,   433.912,    96.847,    11.947,     0.000,         0.000,
 29053.000,   489.595,   348.878,    24.743,    -0.009,     4.585,     0.000,     0.250,    32.358,   495.700,     1.000,     0.000,    18.973,   -95.532,     0.000,   397.091,   433.919,    52.263,     6.441,     0.000,         0.000,
 29054.000,   537.391,   348.833,    24.721,     0.021,     2.866,     0.000,     0.250,    32.313,   495.700,     1.000,     0.000,    19.061,  -111.092,     0.000,   388.284,   433.788,    55.134,    10.454,     0.000,         0.000,
 29055.000,   512.477,   348.790,    24.892,    -0.009,     4.422,     0.000,     0.250,    32.270,   495.700,     1.000,     0.000,    19.107,   -91.130,     0.000,   399.354,   434.793,    50.962,     4.728,     0.000,         0.000,
 29056.000,   467.563,   348.722,    25.067,    -0.022,     0.125,     0.000,     0.250,    32.202,   495.700,     1.000,     0.000,    19.286,   -40.212,     0.000,   428.664,   435.799,    38.476,    -5.399,     0.000,         0.000,
 29057.000,   483.466,   348.641,    25.381,    -0.036,     6.974,     0.000,     0.250,    32.121,   495.700,     1.000,     0.000,    19.446,   -89.850,     0.000,   394.532,   437.674,    54.328,    -7.620,     0.000,         0.000,
 29058.000,   455.428,   348.584,    25.844,     0.037,    -0.863,     0.000,     0.250,    32.064,   495.700,     1.000,     0.000,    19.641,  -186.673,     0.000,   365.159,   440.356,    91.594,    19.881,     0.000,         0.000,
 29059.000,   465.391,   348.565,    25.362,     0.031,     0.201,     0.000,     0.250,    32.045,   495.700,     1.000,     0.000,    19.606,  -230.835,     0.000,   366.005,   437.527,   122.022,    37.291,     0.000,         0.000,
 29060.000,   263.776,   348.555,    25.056,     0.021,    -2.333,     0.000,     0.250,    32.035,   495.700,     1.000,     0.000,    19.612,  -255.529,     0.000,   338.475,   435.731,   127.893,    30.380,     0.000,         0.000,
 29061.000,   382.283,   348.521,    25.068,     0.015,    -1.636,     0.000,     0.250,    32.001,   495.700,     1.000,     0.000,    19.646,  -272.389,     0.000,   321.331,   435.807,   129.465,    28.447,     0.000,         0.000,
 29062.000,   426.651,   348.478,    25.191,     0.011,    -2.508,     0.000,     0.250,    31.958,   486.200,     1.000,     0.000,    19.725,  -230.870,     0.000,   332.838,   436.527,   108.027,    19.154,     0.000,         0.000,
 29063.000,   493.414,   348.426,    25.297,    -0.026,     2.249,     0.000,     0.250,    31.906,   486.200,     1.000,     0.000,    19.804,  -213.084,     0.000,   342.192,   437.159,   100.888,    17.229,     0.000,         0.000,
 29064.000,   460.606,   348.367,    25.249,    -0.041,     4.642,     0.000,     0.250,    31.847,   486.200,     1.000,     0.000,    19.906,  -206.708,     0.000,   349.236,   436.893,   108.028,    11.022,     0.000,         0.000,
 29065.000,   464.799,   348.306,    25.285,    -0.061,     4.366,     0.000,     0.250,    31.786,   486.200,     1.000,     0.000,    19.999,  -169.006,     0.000,   365.090,   437.087,    84.217,    12.793,     0.000,         0.000,
 29066.000,   465.771,   348.244,    25.394,    -0.044,     2.518,     0.000,     0.250,    31.724,   486.200,     1.000,     0.000,    20.124,  -160.091,     0.000,   372.036,   437.719,    89.142,     5.266,     0.000,         0.000,
 29067.000,   404.489,   348.187,    25.454,    -0.046,    -1.982,     0.000,     0.250,    31.667,   486.200,     1.000,     0.000,    20.221,  -156.080,     0.000,   383.092,   438.062,    86.079,    15.032,     0.000,         0.000,
 29068.000,   395.045,   348.135,    25.489,    -0.002,    -2.900,     0.000,     0.250,    31.615,   486.200,     1.000,     0.000,    20.281,  -238.277,     0.000,   341.974,   438.266,   118.888,    23.097,     0.000,         0.000,
 29069.000,   488.928,   348.074,    25.624,     0.040,     4.946,     0.000,     0.250,    31.554,   486.200,     1.000,     0.000,    20.373,  -264.588,     0.000,   329.203,   439.097,   130.636,    24.058,     0.000,         0.000,
 29070.000,   476.360,   348.008,    25.529,    -0.034,     2.482,     0.000,     0.250,    31.488,   486.200,     1.000,     0.000,    20.413,  -204.180,     0.000,   360.450,   438.505,   107.433,    18.693,     0.000,         0.000,
 29071.000,   522.197,   347.953,    25.479,    -0.053,     1.642,     0.000,     0.250,    31.433,   486.200,     1.000,     0.000,    20.496,  -212.677,     0.000,   345.021,   438.216,    97.369,    22.113,     0.000,         0.000,
 29072.000,   510.064,   347.907,    25.538,     0.019,     4.002,     0.000,     0.250,    31.387,   486.200,     1.000,     0.000,    20.530,  -305.835,     0.000,   316.190,   438.584,   150.056,    33.385,     0.000,         0.000,
 29073.000,   495.214,   347.860,    25.400,    -0.039,     3.868,     0.000,     0.250,    31.340,   486.200,     1.000,     0.000,    20.545,  -259.630,     0.000,   337.659,   437.774,   138.252,    21.263,     0.000,         0.000,
 29074.000,   502.453,   347.817,    25.270,     0.001,     3.459,     0.000,     0.250,    31.297,   486.200,     1.000,     0.000,    20.610,  -179.271,     0.000,   369.960,   437.003,    86.875,    25.353,     0.000,         0.000,
 29075.000,   479.506,   347.777,    25.143,    -0.093,     3.451,     0.000,     0.250,    31.257,   486.200,     1.000,     0.000,    20.578,  -209.604,     0.000,   351.164,   436.251,    99.694,    24.823,     0.000,         0.000,
