datetime,sim_total_release_mgd,sim_inflow_mgd,sim_storage_mg,obs_inflow_mgd,obs_release_mgd,obs_storage_mg
2/2/1945,54.9368421,178.55698,78465.17349910169,,,
2/3/1945,54.9368421,172.04169,78391.72297817103,,,
2/4/1945,54.9368421,165.054,78208.81251994164,,,
2/5/1945,54.9368421,177.43459,78019.10208674172,,,
2/6/1945,54.9368421,168.00679,77823.39245413746,,,
2/7/1945,54.9368421,163.84167,77624.79897589322,,,
2/8/1945,54.9368421,174.94446,77436.86278040602,,,
2/9/1945,54.9368421,183.90768,77252.04544297124,,,
2/10/1945,54.9368421,185.27963,77065.92237056638,,,
2/11/1945,54.9368421,201.84476,76895.86463028408,,,
2/12/1945,54.9368421,203.7805,76671.73055758204,,,
2/13/1945,54.9368421,191.7434,76425.68976468364,,,
2/14/1945,54.9368421,194.47807,76181.54315785655,,,
2/15/1945,54.9368421,204.30211,75938.62663423068,,,
2/16/1945,54.9368421,288.49730000000005,75745.25694590928,,,
2/17/1945,54.9368421,313.50714000000005,75603.00444801558,,,
2/18/1945,54.9368421,259.8266300000001,75464.26665,,,
2/19/1945,54.9368421,234.93626,75310.32189193039,,,
2/20/1945,54.9368421,221.97466,75146.72673278126,,,
2/21/1945,54.9368421,233.62242,74989.03453,,,
2/22/1945,54.9368421,402.4130200000001,75043.66391744604,,,
2/23/1945,54.9368421,1299.0349000000003,75996.01442768994,,,
2/24/1945,54.9368421,1078.8892000000003,76622.13405823702,,,
2/25/1945,54.9368421,822.1664999999999,77005.76674092979,,,
2/26/1945,54.9368421,857.2687399999999,77428.03457960112,,,
2/27/1945,54.9368421,2556.992,79539.18665,,,
2/28/1945,54.9368421,1748.2576000000001,80776.28349049398,,,
3/1/1945,54.9368421,1362.3351000000002,81932.15778679294,,,
3/2/1945,54.9368421,1176.7390000000003,82854.49919056386,,,
3/3/1945,54.9368421,2772.368,85302.61829,,,
3/4/1945,54.9368421,3312.9307,88295.26003812598,,,
3/5/1945,54.9368421,2278.8574,90254.81847919733,,,
3/6/1945,387.7894737,3059.5015,92678.99820330887,,,
3/7/1945,387.7894737,2923.9636,94933.98039813044,,,
3/8/1945,2712.915948,2063.4993,94113.86397479943,,,
3/9/1945,2299.760023257989,1672.8104000000003,93212.13290333189,,,
3/10/1945,1876.180945157133,1440.1387000000002,92379.99364353338,,,
3/11/1945,387.7894737,1223.4419000000003,92945.59330589676,,,
3/12/1945,954.4180819525079,1099.0973000000001,92678.40203169656,,,
3/13/1945,387.7894737,1115.8835000000001,93098.85698184982,,,
3/14/1945,387.7894737,1491.6768000000002,93909.67250751021,,,
3/15/1945,387.7894737,2048.7263,95276.54754407385,,,
3/16/1945,2800.4205543410835,3517.9348,95700,,,
3/17/1945,4256.275210267231,4550.337,95700,,,
3/18/1945,4199.931210267232,4493.993,95700,,,
3/19/1945,2749.4222102672315,3043.484,95700,,,
3/20/1945,2645.1222676662032,2849.462,95700,,,
3/21/1945,2981.506106466981,3182.8103,95700,,,
3/22/1945,2549.3383375010835,2807.9426,95700,,,
3/23/1945,1832.144302454201,1940.6875000000002,95700,,,
3/24/1945,1467.8190147238538,1467.8589000000002,95700,,,
3/25/1945,1185.3888090566927,1185.4271000000003,95700,,,
3/26/1945,1026.459113,1026.4973000000002,95700,,,
3/27/1945,1044.047904821833,1044.0860000000002,95700,,,
3/28/1945,979.0833083618443,979.1212999999999,95700,,,
3/29/1945,969.4736842,810.0664699999999,95540.55338097888,,,
3/30/1945,546.5615021866831,706.0524999999999,95700,,,
3/31/1945,969.4736842,651.6994599999999,95382.18580892193,,,
