$2018-10-19 to 2023-12-31 Cannonsville outflow - m3s,,
,,
JDAY,QOUT,QOUT
30028,75.18400028431057,0.0
30029,66.12800024479871,0.0
30030,64.14700022794062,0.0
30031,60.468000209150645,0.0
30032,0.0,51.41
30033,0.0,46.04
30034,0.0,44.9
30035,0.0,44.9
30036,0.0,44.9
30037,0.0,44.9
30038,0.0,42.92
30039,0.0,33.58
30040,0.0,25.46
30041,0.0,22.18
30042,31.007700105532074,0.0
30043,55.940000189394716,0.0
30044,67.82600024673062,0.0
30045,73.20300026745248,0.0
30046,74.61800029827081,0.0
30047,71.78800028044678,0.0
30048,73.20300026745248,0.0
30049,182.4410007276345,0.0
30050,239.60700093871705,0.0
30051,186.6860007381389,0.0
30052,139.70800053297307,0.0
30053,113.95500044525583,0.0
30054,99.23900037009592,0.0
30055,86.78700032672027,0.0
30056,77.7310002872084,0.0
30057,68.95800026262275,0.0
30058,59.902000223110896,0.0
30059,52.82700020045712,0.0
30060,51.129000198525226,0.0
30061,49.71400016770689,0.0
30062,51.97800019949118,0.0
30063,61.03400023900303,0.0
30064,69.8070002635887,0.0
30065,72.92000029633893,0.0
30066,69.8070002635887,0.0
30067,63.86400025682707,0.0
30068,58.487000236105196,0.0
30069,53.11000021538332,0.0
30070,0.0,47.73
30071,0.0,44.62
30072,0.0,43.49
30073,0.0,43.49
30074,0.0,43.49
30075,0.0,43.49
30076,0.0,41.51
30077,0.0,31.04
30078,0.0,25.83
30079,0.0,20.17
30080,0.0,19.97
30081,0.0,19.63
30082,0.0,17.82
30083,0.0,15.53
30084,0.0,15.5
30085,0.0,15.61
30086,0.0,15.61
30087,0.0,15.67
30088,0.0,15.61
30089,0.0,15.61
30090,0.0,15.61
30091,0.0,15.61
30092,0.0,16.63
30093,0.0,17.2
30094,0.0,17.17
30095,0.0,17.17
30096,0.0,17.17
30097,0.0,17.17
30098,0.0,17.17
30099,0.0,17.17
30100,0.0,17.17
30101,0.0,17.88
30102,0.0,18.41
30103,0.0,18.47
30104,0.0,18.44
30105,0.0,18.44
30106,0.0,18.41
30107,0.0,18.44
30108,0.0,18.44
30109,0.0,18.47
30110,0.0,18.44
30111,0.0,18.53
30112,0.0,18.44
30113,0.0,18.44
30114,0.0,18.53
30115,0.0,18.56
30116,0.0,18.5
30117,0.0,18.53
30118,0.0,18.67
30119,0.0,18.53
30120,0.0,18.5
30121,0.0,18.53
30122,0.0,18.56
30123,0.0,18.44
30124,0.0,18.56
30125,0.0,18.81
30126,0.0,18.67
30127,0.0,18.9
30128,0.0,19.09
30129,0.0,18.67
30130,0.0,18.67
30131,0.0,18.67
30132,0.0,18.78
30133,0.0,19.09
30134,0.0,18.58
30135,0.0,18.75
30136,0.0,19.12
30137,0.0,18.67
30138,0.0,18.67
30139,0.0,18.67
30140,0.0,18.67
30141,0.0,18.58
30142,0.0,19.18
30143,0.0,20.2
30144,0.0,19.09
30145,0.0,18.7
30146,0.0,18.67
30147,0.0,18.67
30148,0.0,18.81
30149,0.0,19.18
30150,0.0,18.7
30151,0.0,19.32
30152,0.0,21.73
30153,0.0,21.53
30154,0.0,24.36
30155,0.0,27.72
30156,0.0,24.36
30157,0.0,18.5
30158,0.0,18.44
30159,0.0,18.44
30160,0.0,18.58
30161,0.0,18.58
30162,0.0,18.67
30163,0.0,19.23
30164,0.0,19.09
30165,0.0,19.12
30166,0.0,20.99
30167,0.0,21.22
30168,0.0,18.7
30169,0.0,20.96
30170,0.0,21.02
30171,0.0,19.97
30172,0.0,18.7
30173,0.0,19.43
30174,0.0,20.14
30175,0.0,22.12
30176,0.0,22.21
30177,0.0,22.23
30178,0.0,26.54
30179,0.0,36.13
30180,0.0,36.7
30181,0.0,36.98
30182,0.0,33.58
30183,0.0,30.67
30184,0.0,22.72
30185,0.0,17.71
30186,0.0,19.18
30187,0.0,24.44
30188,0.0,22.91
30189,0.0,25.6
30190,0.0,26.96
30191,0.0,27.7
30192,0.0,25.91
30193,0.0,27.05
30194,0.0,22.77
30195,0.0,36.13
30196,0.0,31.15
30197,0.0,24.22
30198,0.0,15.1
30199,0.0,15.27
30200,0.0,15.36
30201,0.0,15.39
30202,0.0,15.19
30203,0.0,15.1
30204,0.0,15.07
30205,0.0,15.07
30206,0.0,15.1
30207,0.0,15.19
30208,0.0,15.02
30209,0.0,14.93
30210,0.0,13.91
30211,0.0,13.15
30212,0.0,13.07
30213,0.0,13.15
30214,0.0,13.12
30215,0.0,13.07
30216,0.0,13.24
30217,0.0,13.15
30218,0.0,13.21
30219,0.0,13.26
30220,0.0,13.09
30221,0.0,13.07
30222,0.0,13.07
30223,0.0,13.07
30224,0.0,13.01
30225,0.0,10.24
30226,0.0,8.74
30227,0.0,8.65
30228,0.0,8.65
30229,0.0,8.85
30230,0.0,8.68
30231,0.0,8.65
30232,0.0,8.65
30233,0.0,8.62
30234,0.0,8.65
30235,0.0,8.62
30236,0.0,8.65
30237,0.0,8.79
30238,0.0,8.74
30239,0.0,8.74
30240,0.0,8.71
30241,0.0,8.74
30242,0.0,8.74
30243,0.0,8.71
30244,0.0,8.68
30245,0.0,9.25
30246,0.0,9.27
30247,0.0,9.27
30248,0.0,9.3
30249,0.0,9.27
30250,0.0,9.27
30251,0.0,9.25
30252,0.0,9.27
30253,0.0,9.27
30254,0.0,9.27
30255,0.0,9.27
30256,0.0,9.27
30257,0.0,9.27
30258,0.0,9.27
30259,0.0,9.27
30260,0.0,9.19
30261,0.0,9.13
30262,0.0,9.3
30263,0.0,9.33
30264,0.0,9.36
30265,0.0,9.36
30266,0.0,9.44
30267,0.0,9.56
30268,0.0,9.47
30269,0.0,9.47
30270,0.0,9.5
30271,0.0,9.47
30272,0.0,9.44
30273,0.0,9.47
30274,0.0,9.41
30275,0.0,9.3
30276,0.0,9.36
30277,0.0,9.22
30278,0.0,9.22
30279,0.0,9.36
30280,0.0,9.39
30281,0.0,9.39
30282,0.0,9.44
30283,0.0,9.53
30284,0.0,9.47
30285,0.0,9.47
30286,0.0,9.44
30287,0.0,9.41
30288,0.0,9.39
30289,0.0,9.41
30290,0.0,9.41
30291,0.0,9.44
30292,0.0,9.47
30293,0.0,9.41
30294,0.0,9.36
30295,0.0,9.36
30296,0.0,9.39
30297,0.0,9.41
30298,0.0,9.39
30299,0.0,9.36
30300,0.0,9.39
30301,0.0,9.44
30302,0.0,9.41
30303,0.0,9.41
30304,0.0,9.39
30305,0.0,9.36
30306,0.0,9.36
30307,0.0,9.36
30308,0.0,10.04
30309,0.0,10.41
30310,0.0,10.32
30311,0.0,10.26
30312,0.0,10.18
30313,0.0,10.04
30314,0.0,10.04
30315,0.0,10.04
30316,0.0,10.04
30317,0.0,10.04
30318,0.0,10.09
30319,0.0,10.21
30320,0.0,10.21
30321,0.0,10.12
30322,0.0,10.12
30323,0.0,10.09
30324,0.0,10.04
30325,0.0,10.04
30326,0.0,10.04
30327,0.0,10.04
30328,0.0,10.04
30329,0.0,10.04
30330,0.0,10.04
30331,0.0,10.04
30332,0.0,10.04
30333,0.0,10.04
30334,0.0,13.83
30335,0.0,21.84
30336,0.0,21.81
30337,0.0,21.81
30338,0.0,21.81
30339,0.0,21.81
30340,0.0,21.81
30341,0.0,21.81
30342,0.0,21.81
30343,0.0,21.81
30344,0.0,21.81
30345,0.0,21.81
30346,0.0,21.81
30347,0.0,21.81
30348,0.0,21.81
30349,0.0,21.81
30350,0.0,21.78
30351,0.0,21.81
30352,0.0,21.81
30353,0.0,21.81
30354,0.0,21.81
30355,0.0,21.81
30356,0.0,21.81
30357,0.0,21.81
30358,0.0,21.81
30359,0.0,21.81
30360,0.0,21.81
30361,0.0,21.81
30362,0.0,21.81
30363,0.0,21.81
30364,0.0,21.84
30365,0.0,21.81
30366,0.0,21.81
30367,0.0,21.81
30368,0.0,21.9
30369,0.0,22.04
30370,0.0,22.04
30371,0.0,21.92
30372,0.0,22.04
30373,0.0,21.95
30374,0.0,21.95
30375,0.0,22.04
30376,0.0,22.04
30377,0.0,22.04
30378,0.0,22.06
30379,0.0,22.06
30380,0.0,22.04
30381,0.0,22.04
30382,0.0,22.06
30383,0.0,22.09
30384,0.0,22.04
30385,0.0,22.15
30386,0.0,22.26
30387,0.0,22.26
30388,0.0,22.26
30389,0.0,22.15
30390,0.0,22.04
30391,0.0,22.04
30392,0.0,22.18
30393,0.0,22.26
30394,0.0,22.26
30395,0.0,22.26
30396,0.0,22.26
30397,0.0,22.26
30398,0.0,22.38
30399,0.0,22.49
30400,33.8660001160862,0.0
30401,63.298000226974686,0.0
30402,89.05100035850455,0.0
30403,92.44700036236834,0.0
30404,92.16400034744214,0.0
30405,81.97600029203815,0.0
30406,73.20300026745248,0.0
30407,68.95800026262275,0.0
30408,63.015000255861125,0.0
30409,54.80800021731522,0.0
30410,53.39300018649687,0.0
30411,57.07200020528686,0.0
30412,69.24100027754893,0.0
30413,74.61800029827081,0.0
30414,65.56200025875896,0.0
30415,55.657000218281155,0.0
30416,0.0,49.43
30417,0.0,45.75
30418,0.0,45.47
30419,0.0,44.62
30420,0.0,30.36
30421,0.0,24.56
30422,0.0,24.56
30423,0.0,24.58
30424,0.0,24.64
30425,0.0,24.58
30426,0.0,24.64
30427,0.0,24.58
30428,0.0,24.67
30429,0.0,24.67
30430,0.0,24.64
30431,0.0,25.32
30432,0.0,28.32
30433,31.03600010702469,0.0
30434,32.33780010996624,0.0
30435,32.96040011213502,0.0
30436,36.130000125964166,0.0
30437,74.05200026841842,0.0
30438,119.6150004809039,0.0
30439,109.99300041153967,0.0
30440,106.59700040767588,0.0
30441,90.18300033058405,0.0
30442,77.16500030116866,0.0
30443,61.60000022504279,0.0
30444,42.35600015203325,0.0
30445,41.2240001492849,0.0
30446,43.771000156564,0.0
30447,44.33700016012881,0.0
30448,34.1490001178686,0.0
30449,28.375800093775112,0.0
30450,0.0,24.87
30451,0.0,21.84
30452,0.0,16.57
30453,0.0,16.21
30454,0.0,16.04
30455,0.0,15.98
30456,0.0,16.01
30457,0.0,17.28
30458,0.0,17.4
30459,0.0,17.4
30460,0.0,17.4
30461,0.0,17.37
30462,0.0,17.37
30463,0.0,17.4
30464,0.0,17.4
30465,0.0,17.37
30466,0.0,17.37
30467,0.0,17.4
30468,0.0,18.36
30469,0.0,18.44
30470,0.0,18.87
30471,0.0,18.44
30472,0.0,19.72
30473,0.0,19.74
30474,0.0,19.12
30475,0.0,19.74
30476,0.0,21.1
30477,0.0,21.56
30478,0.0,18.56
30479,0.0,18.58
30480,0.0,18.58
30481,0.0,18.61
30482,0.0,18.61
30483,0.0,18.67
30484,0.0,18.64
30485,0.0,18.61
30486,0.0,18.61
30487,0.0,18.61
30488,0.0,18.61
30489,0.0,18.61
30490,0.0,18.61
30491,0.0,18.7
30492,0.0,18.61
30493,0.0,18.73
30494,0.0,18.7
30495,0.0,18.7
30496,0.0,18.7
30497,0.0,18.61
30498,0.0,18.61
30499,0.0,18.75
30500,0.0,18.81
30501,0.0,18.73
30502,0.0,19.77
30503,0.0,20.51
30504,0.0,18.64
30505,0.0,18.61
30506,0.0,18.61
30507,0.0,18.61
30508,0.0,18.61
30509,0.0,18.64
30510,0.0,18.61
30511,0.0,18.7
30512,0.0,18.67
30513,0.0,18.78
30514,0.0,18.64
30515,0.0,18.73
30516,0.0,18.61
30517,0.0,18.73
30518,0.0,18.75
30519,0.0,18.75
30520,0.0,18.73
30521,0.0,18.78
30522,0.0,18.81
30523,0.0,18.9
30524,0.0,19.07
30525,0.0,19.12
30526,0.0,19.38
30527,0.0,19.18
30528,0.0,19.12
30529,0.0,19.18
30530,0.0,19.18
30531,0.0,19.21
30532,0.0,19.21
30533,0.0,19.18
30534,0.0,19.32
30535,0.0,19.26
30536,0.0,19.21
30537,0.0,19.26
30538,0.0,19.35
30539,0.0,19.72
30540,0.0,20.51
30541,0.0,20.42
30542,0.0,20.34
30543,0.0,20.76
30544,0.0,20.54
30545,0.0,20.42
30546,0.0,20.93
30547,0.0,20.48
30548,0.0,20.34
30549,0.0,20.4
30550,0.0,20.4
30551,0.0,20.34
30552,0.0,20.34
30553,0.0,20.54
30554,0.0,20.45
30555,0.0,20.34
30556,0.0,20.34
30557,0.0,20.51
30558,0.0,20.57
30559,0.0,20.51
30560,0.0,17.65
30561,0.0,17.74
30562,0.0,17.71
30563,0.0,17.74
30564,0.0,17.9
30565,0.0,18.27
30566,0.0,17.76
30567,0.0,17.62
30568,0.0,17.76
30569,0.0,17.74
30570,0.0,17.82
30571,0.0,17.76
30572,0.0,17.85
30573,0.0,17.74
30574,0.0,17.88
30575,0.0,16.83
30576,0.0,16.77
30577,0.0,16.91
30578,0.0,16.86
30579,0.0,16.91
30580,0.0,16.91
30581,0.0,16.91
30582,0.0,16.8
30583,0.0,16.94
30584,0.0,16.77
30585,0.0,16.74
30586,0.0,16.63
30587,0.0,16.69
30588,0.0,16.74
30589,0.0,16.6
30590,0.0,12.56
30591,0.0,9.73
30592,0.0,9.7
30593,0.0,9.7
30594,0.0,9.75
30595,0.0,9.81
30596,0.0,9.75
30597,0.0,9.75
30598,0.0,9.75
30599,0.0,9.73
30600,0.0,9.7
30601,0.0,9.64
30602,0.0,9.61
30603,0.0,9.67
30604,0.0,9.64
30605,0.0,9.61
30606,0.0,9.61
30607,0.0,9.95
30608,0.0,7.4
30609,0.0,10.15
30610,0.0,23.2
30611,0.0,23.31
30612,0.0,23.31
30613,0.0,23.31
30614,0.0,23.31
30615,0.0,23.31
30616,0.0,23.31
30617,0.0,23.31
30618,0.0,23.37
30619,0.0,23.45
30620,0.0,23.31
30621,0.0,23.31
30622,0.0,23.31
30623,0.0,23.31
30624,0.0,23.31
30625,0.0,23.31
30626,0.0,23.4
30627,0.0,23.48
30628,0.0,23.56
30629,0.0,23.59
30630,0.0,21.58
30631,0.0,9.58
30632,0.0,9.53
30633,0.0,9.56
30634,0.0,9.5
30635,0.0,9.47
30636,0.0,9.47
30637,0.0,9.5
30638,0.0,9.5
30639,0.0,9.47
30640,0.0,9.47
30641,0.0,9.5
30642,0.0,9.53
30643,0.0,9.41
30644,0.0,9.41
30645,0.0,9.41
30646,0.0,9.44
30647,0.0,9.56
30648,0.0,9.47
30649,0.0,9.47
30650,0.0,9.47
30651,0.0,9.47
30652,0.0,9.47
30653,0.0,9.75
30654,0.0,7.55
30655,0.0,17.99
30656,0.0,21.41
30657,0.0,21.58
30658,0.0,21.58
30659,0.0,21.58
30660,0.0,21.58
30661,0.0,21.58
30662,0.0,21.58
30663,0.0,21.58
30664,0.0,21.58
30665,0.0,24.24
30666,0.0,34.72
30667,0.0,46.88
30668,0.0,22.86
30669,59.902000223110896,0.0
30670,107.44600040864182,0.0
30671,106.31400039274968,0.0
30672,92.73000037729453,0.0
30673,79.7120003040665,0.0
30674,69.5240002486625,0.0
30675,61.60000022504279,0.0
30676,55.657000218281155,0.0
30677,0.0,48.87
30678,21.442300065440648,0.0
30679,57.9210002062528,0.0
30680,56.506000219247106,0.0
30681,0.0,53.68
